---------- LEXICON ----------
cix - 2
claim - 1
clara - 9
claramente - 2
clarão - 1
claras - 2
clarearam - 1
clarins - 1
clarissima - 1
claro - 21
claros - 7
classico - 1
classicos - 1
claustro - 1
clearly - 1
clero - 2
clientes - 1
cm - 1
co-habitai - 1
coada - 1
coadjutor - 1
coaxavam - 1
coberto - 3
cobre - 1
cobres - 1
cobria - 1
cobril-os - 1
cobrir - 1
cocada - 1
cocadas - 5
cocadinha - 1
cocaina - 1
coçava - 1
coçava-me - 1
cocegas - 2
coche - 4
cocheira - 2
cocheiro - 6
cochichavam - 1
cochichos - 1
cochilando - 2
cochilar - 2
cochillasse - 1
cochilo - 1
coçou-se - 1
codes - 1
cogitando - 1
cogitar - 1
cogitei - 2
coincidencia - 1
coitada - 1
coitado - 3
colcha - 2
colera - 3
colhi-os - 1
collaboração - 1
collar - 2
collection - 4
collega - 4
collegas - 1
collegio - 9
collete - 1
colligindo - 1
collo - 2
collocou - 1
colombo - 1
colorido - 2
colorindo - 1
columnas - 1
com - 536
comadre - 1
combatel-as - 1
combatendo - 1
combater - 1
combates - 1
combati - 1
combinação - 1
combinam - 1
combinar - 1
comborço - 2
come - 4
come-me - 1
começa - 2
começada - 1
começado - 2
começámos - 1
começando - 1
começar - 2
começára - 1
começassem - 1
começassemos - 1
começava - 5
comece - 2
comecei - 9
comecemos - 1
começou - 9
comendo - 2
comer - 5
comeram - 1
comi - 2
comia - 2
comida - 1
comido - 1
commandante - 2
commemorativo - 1
commentando - 1
commentario - 1
commentarios - 1
commentou - 1
commerciaes - 1
commercial - 1
commercialmente - 1
commerciante - 2
commercio - 4
commettia - 1
commettido - 1
commigo - 65
commissão - 1
committed - 1
commoção - 1
commoda - 1
commodidades - 1
commover - 1
commoveram - 1
commoviam - 1
commovida - 1
commovido - 3
commovidos - 1
commum - 10
communhão - 1
communicação - 1
communicativa - 1
communicativo - 1
communs - 1
comnosco - 14
como - 372
compadrio - 1
companheira - 3
companheiras - 1
companheiro - 4
companheiros - 4
companhia - 9
companhias - 1
compara - 1
comparação - 6
comparada - 1
comparado - 1
comparal-o - 1
comparal-os - 1
comparando - 1
comparativamente - 1
comparavel - 2
comparou-nos - 1
compassado - 1
compassivo - 1
compelliu - 1
compendios - 1
compensação - 1
compensam - 1
compensar - 2
compensarem - 1
competir - 2
compiladores - 1
compilation - 1
compleição - 1
complemento - 2
completa - 2
completa-se - 1
completando - 1
completas - 1
completasse - 1
completo - 1
completou - 1
complexo - 1
compliance - 5
complicada - 1
complicar - 1
complicava-se - 2
comply - 6
complying - 3
compondo - 1
componha - 1
compor - 3
compôr - 1
comporia - 1
composição - 2
composto - 5
compostura - 2
compoz - 2
compoz-se - 2
comprado - 2
comprando - 1
comprar - 3
comprára - 1
compras - 1
comprasse - 1
comprava-os - 1
comprehende-se - 1
comprehendeis - 1
comprehenderás - 1
comprehendesse - 1
comprehendi - 1
comprehendido - 1
comprehendo - 1
comprehensão - 2
comprehensiva - 1
comprei - 2
comprei-as - 1
comprei-lhe - 1
compressed - 1
compridamente - 1
compridas - 2
comprido - 4
compridos - 1
comprimarias - 1
comprimarios - 2
comprimental-o - 1
comprimentar - 2
comprimentar-nos - 1
comprimentos - 1
comprimentou-me - 1
compromisso - 1
comprou - 2
comprou-a - 1
computer - 2
computers - 2
compuzessemos - 1
comquanto - 4
comsigo - 11
comtanto - 2
comtigo - 1
comtudo - 4
comvosco - 1
concebiam - 1
concebido - 2
concedeu - 1
conceição - 2
conceito - 2
conceitos - 1
conceituosos - 1
concentração - 1
concentrada - 1
concentrarão - 1
concepção - 1
concept - 2
concerning - 2
concertadamente - 1
concertal-a - 1
concertou - 2
concessão - 1
concilial-o - 1
conciliando-se - 1
conciliar - 2
conciliava - 1
conclui - 2
concluí - 1
concluia - 1
concluía - 1
concluiam - 1
concluil-as - 1
concluindo - 1
concluir - 3
concluirá - 1
concluiria - 1
concluiu - 15
concluo - 3
conclusão - 7
concordar - 1
concordarás - 1
concordava - 1
concordo - 1
concordou - 6
concurrencia - 1
condemnados - 1
condemnar - 1
condição - 2
condiscipulos - 1
conducção - 1
conego - 4
conegos - 1
conferia - 1
confessadas - 1
confessado - 1
confessal-o - 1
confessando - 2
confessar - 9
confessar-lhe - 1
confessar-nos - 1
confessarei - 1
confessasse - 2
confessava - 2
confessei - 1
confessionario - 1
confesso - 6
confesso-lhe - 1
confessor - 1
confessou - 6
confessou-me - 6
confiado - 1
confiança - 3
confiando - 1
confiar-lhe - 1
confiaria - 1
confiasse - 1
confiava-lhe - 1
confidencia - 3
confidencias - 1
confiei - 2
confiou - 2
confirmal-as - 1
confirmaram - 1
confirmaria - 2
confirmasses - 1
confirmation - 1
confirmava - 2
confirmed - 1
confirmou - 4
confissão - 4
conflictos - 1
conforme - 2
conforto - 1
confundam - 1
confundem - 1
confundi - 1
confusa - 1
confusão - 5
confusas - 4
confuso - 3
confusões - 1
confusos - 2
congestão - 1
congratulações - 1
conhece - 2
conhece-se - 1
conheceis - 1
conhecel-os - 1
conhecendo - 1
conhecer - 4
conhecer-te - 1
conheceram - 2
conheceriam - 1
conhecesse - 2
conhecessem - 1
conheceu - 2
conheceu-me - 1
conheci - 2
conheci-o - 1
conhecia - 12
conheciam-se - 1
conheciamos - 2
conhecida - 1
conhecidas - 2
conhecido - 6
conhecidos - 1
conheço - 2
conjugal - 1
conjugassem - 1
conjuge - 1
conjuges - 1
conjuncção - 1
consciencia - 7
consciência - 1
consegui - 3
conseguira - 1
conseguiu - 1
conselho - 8
conselhos - 4
consente - 1
consentimento - 1
consentindo - 1
consentir - 1
consentirei - 1
consentiu - 9
consequencia - 4
consequencias - 2
consequential - 1
conserva - 1
conservado - 1
conserval-a - 1
conservar-me - 1
conservára - 1
conservatorio - 2
conservava - 1
conservei-me - 1
conservo - 1
conservou - 2
considera - 1
considerable - 2
consideração - 1
consideradas - 1
considerai - 1
considerando - 1
considerar - 1
considerares - 1
considere - 1
consoantes - 1
consola - 3
consola-me - 1
consola-se - 1
consolação - 1
consolações - 1
consolar - 1
consolassem - 1
consolava - 2
consolei-me - 1
consorcio - 1
conspirou - 1
constancia - 1
constant - 1
constantes - 1
constantinopla - 4
consternasse - 1
consternou - 1
constipação - 1
constipado - 1
constituição - 1
constituinte - 1
constrangido - 1
construção - 1
construcções - 1
constructor - 1
construir - 2
consultada - 1
consultado - 1
consultar - 4
consultasse - 1
consultava - 1
consulte - 1
consultei - 2
consultes - 1
consulto - 1
consultou - 2
consultou-me - 1
consumida - 1
consumisse - 1
conta - 7
contact - 3
contacto - 1
contado - 5
contain - 2
containing - 1
contal - 1
contal-a - 1
contal-o - 1
contal-os - 1
contam - 1
contando - 6
contar - 20
contar-lhe - 2
contar-me - 2
contara - 1
contára - 1
contarei - 3
contaria - 2
contas - 5
contasse - 3
contava - 18
contava-me - 4
contavam - 2
contavamos - 1
conte - 2
conte-me - 1
contei - 12
contei-lh - 1
contei-lhe - 3
contei-lhes - 1
contei-vos - 1
contel-as - 1
contemplação - 2
contemplam - 1
contemplar - 1
contemplaveis - 1
contemporanea - 1
contendo - 1
contentamento - 1
contente - 4
contentei-me - 1
contentes - 1
contentissimo - 1
contentou - 2
contestação - 1
contestado - 1
contestal-a - 1
contesto - 2
conteve-se - 1
contiguos - 2
continentes - 1
continha - 1
continua - 1
continuada - 1
continuam - 2
continuámos - 2
continuando - 2
continuar - 1
continuaram - 1
continuaria - 1
continuasse - 2
continuava - 6
continuavam - 1
continue - 2
continuei - 7
continuidade - 1
continuos - 1
continuou - 21
conto - 7
conto-lhe - 2
contos - 4
contou - 8
contou-me - 3
contra - 8
contra-regra - 5
contracção - 1
contract - 1
contractante - 1
contractar - 1
contracto - 5
contradança - 1
contradicções - 1
contradiga - 1
contrahida - 1
contralto - 1
contraria - 3
contrario - 26
contrarios - 1
contraste - 2
contrastes - 1
contribuira - 1
contributions - 2
convalescente - 1
convencidos - 1
conveniencia - 1
conventos - 1
convergia - 1
conversa - 6
conversação - 6
conversações - 3
conversamos - 1
conversámos - 1
conversando - 3
conversão - 1
conversar - 2
conversava - 3
conversavam - 2
conversavamos - 1
convert - 1
converto-me - 1
convicção - 5
convidando-me - 1
convidar - 3
convidava - 1
convidavam - 1
convidou - 1
convindo - 1
convinha - 1
conviva - 1
convivas - 3
convivencia - 1
convulso - 1
copa - 1
copeiro - 1
copia - 3
copiado - 1
copied - 2
copies - 7
copioso - 1
copiou - 1
copo - 2
copy - 12
copying - 4
copyright - 19
coqueiro - 3
coqueiros - 1
cór - 4
còr - 2
côr - 10
coração - 45
corações - 3
coragem - 1
corcovado - 1
corda - 2
cordavão - 1
cores - 1
corityba - 1
corneta - 2
cornetinha - 1
corno - 1
còro - 1
côro - 1
coroação - 2
córos - 3
corpo - 10
corporation - 1
correcção - 2
correcta - 1
corredor - 20
corredores - 1
correia - 1
correias - 1
correio - 2
correndo - 4
corrente - 1
correr - 9
correria - 1
correriam - 1
correspondencia - 1
correspondente - 3
correspondentes - 1
correspondia-se - 1
corresse - 1
corressem - 1
corretor - 1
correu - 5
corri - 16
corria - 5
corriam - 1
corrigia - 1
corrigil-o - 1
corrigir-se - 1
corrigiu - 2
corrompeu - 1
corrupção - 1
corrupt - 1
corta - 1
cortados - 1
cortar - 1
cortejar - 2
cortejou-os - 1
cortezia - 1
cortezias - 1
cortina - 2
cortinas - 1
cosendo - 1
coser - 1
cosi-me - 1
cosida - 1
cosidas - 1
cosido - 3
cosinha - 1
cosme - 55
cosmo - 1
cost - 3
costa - 2
costas - 14
costs - 2
costumada - 1
costumava - 2
costume - 28
costumes - 10
costura - 3
coubesse - 1
could - 1
countries - 1
country - 4
couro - 1
course - 1
cousa - 97
cousas - 27
cova - 2
cravar-lhe - 1
crê - 2
crê-se - 1
creação - 3
creada - 1
creadas - 1
creado - 2
creanca - 2
creança - 13
creancas - 2
creanças - 8
creancices - 1
creançola - 1
creançolas - 3
created - 2
creating - 4
creation - 1
creatura - 10
creaturas - 5
creaturinha - 1
credit - 1
credits - 1
credor - 3
credos - 1
creem - 1
creia - 4
creio - 45
crendice - 1
crendo - 1
crentes - 2
creou - 1
crer - 16
cresce - 1
crescendo - 4
crescente - 2
crescer - 5
cresceu - 1
crescia - 1
crescidos - 2
crespo - 1
cri - 1
cria - 3
criadas - 1
criado - 3
criados - 1
crianças - 1
criei - 2
crime - 2
criméa - 2
criminoso - 1
crise - 6
crises - 2
critica - 1
critical - 1
criticas - 1
cru - 1
cruas - 1
cruel - 3
cruz - 1
cruzavam - 1
cuida - 1
cuidado - 4
cuidados - 7
cuidadosa - 1
cuidadosamente - 1
cuidar - 5
cuidaram - 1
cuidaremos - 1
cuidasse - 1
cuidava - 5
cuide - 1
cuidei - 8
cuides - 3
cuido - 5
cuidou - 2
cuja - 1
cujo - 3
culpa - 5
culpada - 2
culpadas - 3
culpas - 1
culpem - 1
culpo - 1
cultores - 1
cumplicidade - 1
cumpre - 2
cumpre-se - 1
cumprem - 1
cumpri - 1
cumpria - 6
cumprida - 1
cumpridas - 2
cumpril-o - 1
cumprir - 7
cumprir-se - 1
cumprirei - 1
cumpriria - 1
cumprisse - 1
cumpriu - 2
cunhadinha - 3
cura - 2
curadas - 1
curar-se - 1
curia - 1
curial - 1
curiosa - 3
curiosas - 1
curiosidade - 2
curiosidades - 6
curiosissimo - 1
curioso - 4
curiosos - 2
curou - 3
current - 1
curso - 2
curta - 8
curtas - 1
curtido - 2
curto - 3
curtos - 3
curvo - 1
custa - 5
custa-me - 2
custando - 1
custava-me - 1
custo - 1
custou - 3
custou-lhe - 2
cutello - 2
cv - 2
cvi - 2
cvii - 2
cviii - 2
cx - 3
cxi - 2
cxii - 2
cxiii - 2
cxiv - 2
cxix - 2
cxl - 2
cxli - 2
cxlii - 2
cxliii - 2
cxliv - 2
cxlv - 2
cxlvi - 2
cxlvii - 2
cxlviii - 2
cxv - 2
cxvi - 2
cxvii - 2
cxviii - 2
cxx - 2
cxxi - 2
cxxii - 2
cxxiii - 2
cxxiv - 2
cxxix - 2
cxxv - 2
cxxvi - 2
cxxvii - 2
cxxviii - 2
cxxx - 2
cxxxi - 2
cxxxii - 2
cxxxiii - 2
cxxxiv - 2
cxxxix - 2
cxxxv - 2
cxxxvi - 2
cxxxvii - 2
cxxxviii - 2
d - 61
da - 629
dá - 12
dá-lhe - 1
dá-lhes - 1
dá-me - 1
dada - 3
dado - 9
dados - 1
dahi - 5
dai-o - 1
dal-a - 2
dal-o - 3
dalli - 9
dalloz - 1
damage - 2
damaged - 1
damages - 4
damas - 2
damião - 1
dando - 4
dando-lhe - 2
dando-me - 2
dandy - 2
dansar - 1
dansára - 1
dansas - 1
dansavamos - 1
dante - 2
dão - 9
daquella - 19
daquellas - 6
daquelle - 17
daquelles - 6
daqui - 17
daquillo - 1
dar - 39
dar-lh - 1
dar-lhe - 4
dar-lhes - 1
dar-me - 1
dar-me-hia - 1
dar-se - 1
dar-se-hia - 1
dará - 4
darás - 1
daria - 8
dariam - 1
darias - 1
das - 145
data - 3
datadas - 1
datam - 1
datas - 4
datava - 1
date - 3
dava - 22
dava-lh - 1
dava-lhe - 4
dava-me - 3
dava-se - 1
davam - 5
davam-lhe - 1
davamos - 1
days - 4
de - 1975
dê - 5
dê-lhe - 2
dê-me - 3
deante - 14
debaixo - 7
debate - 1
debater - 1
debates - 1
debilidade - 1
debruçado - 1
debuxo - 4
decennio - 1
decidida - 1
decimo - 1
decisiva - 2
decisivas - 1
declarar - 1
declarou - 2
declarou-me - 2
decorada - 1
decorar - 1
decorei - 1
decoro - 1
decorou - 2
decrescente - 1
decreto - 1
dedicação - 1
dedical-o - 1
dedicar - 1
dedicatoria - 2
dedicou-o - 1
dedo - 3
dedos - 13
deductible - 1
deductiva - 1
deduzido - 1
deduzir - 1
defect - 3
defective - 3
defects - 1
defeito - 1
defeitos - 2
defeitosinho - 1
defenda - 1
defendel-a - 1
defendendo - 2
defendi - 1
deferencias - 1
defesa - 7
defesas - 1
deficit - 1
definição - 6
definições - 1
definitiva - 3
definitivamente - 2
definitivo - 1
definiu - 1
defuncta - 1
defuncto - 16
defunctos - 2
degrau - 2
degraus - 2
dei - 23
dei-lh - 1
dei-lhe - 2
dei-os - 1
deitado - 3
deitados - 1
deitar - 4
deitar-lhe - 1
deitar-me - 1
deitei - 4
deitou - 1
deitou-se - 1
deixa - 9
deixado - 1
deixados - 1
deixal-a - 2
deixal-os - 1
deixam - 1
deixando - 2
deixando-nos - 1
deixar - 12
deixara - 1
deixára - 5
deixaram - 1
deixaria - 2
deixas - 1
deixasse - 6
deixassem - 1
deixava - 5
deixava-me - 1
deixava-se - 1
deixavam - 3
deixe - 8
deixe-me - 1
deixe-se - 1
deixei - 13
deixei-me - 3
deixei-o - 1
deixei-os - 1
deixemos - 2
deixo - 4
deixou - 10
deixou-se - 6
deleite - 1
deleitem - 1
deletions - 1
delgado - 1
delgados - 1
delicado - 1
delicias - 1
deliciosa - 1
deliciosamente - 2
deliciosas - 1
deliciosissima - 2
delicioso - 1
deliradas - 1
delirio - 1
della - 82
dellas - 21
delle - 41
delles - 21
demais - 15
demand - 1
demanda - 3
demasia - 1
demasiada - 1
demasiado - 1
demissão - 1
demo - 1
demolido - 1
demolissem - 2
demonstrou - 1
demora - 4
demorada - 2
demoradamente - 2
demorado - 2
demorando - 1
demorando-se - 1
demorar - 2
demorará - 1
demorarem - 1
demorasse - 1
demorei - 1
demorei-me - 1
demorem - 1
demorou-se - 1
demos - 1
denominações - 1
dente - 1
dentes - 5
dentro - 36
denuncia - 9
denunciara - 1
denunciou - 1
dependente - 1
dependia - 1
depends - 1
depois - 152
depressa - 43
deprimir - 1
deputado - 2
der - 1
dera - 8
déra - 1
dera-lhe - 2
deram - 5
derivative - 3
derive - 1
derived - 1
derradeiros - 1
derramava - 1
derreou - 2
derrubaria - 1
des - 3
desabotoada - 1
desaffectos - 1
desafiar - 1
desaforo - 1
desagradou - 1
desalinho - 1
desamo - 1
desamparado - 1
desandavam - 1
desapparecam - 1
desapparecer - 1
desappareceu - 5
desapparecimento - 1
desapprenderam - 1
desapprendi - 1
desarmado - 1
desaso - 1
desastrada - 1
desastre - 4
desatar - 1
desatasse - 1
desatou - 1
desattenção - 1
desbaratava - 1
desbotado - 1
descair - 1
descalçava - 1
descança - 2
descançam - 1
descançar - 2
descançasse - 1
descanço - 2
descargo - 1
descem - 1
descemos - 1
descendente - 1
descendo - 1
descer - 9
desceram - 2
desceram-me - 1
desces - 1
desceu - 2
desci - 2
desciam - 2
desciam-lhe - 1
desciamos - 1
descido - 1
descoberta - 2
descobertas - 2
descoberto - 2
descobre - 1
descobri - 1
descobria - 1
descobriam - 2
descobrindo - 1
descobrir - 4
descobrir-me - 1
descobriria - 1
descobriu - 1
descolasse - 1
descompunha - 1
desconcertos - 1
desconfiado - 2
desconfiança - 2
desconfiar - 2
desconfiara - 1
desconfiasse - 1
desconfiava - 1
desconfio - 1
desconfiou - 1
desconheceu - 1
desconhecida - 2
desconhecido - 1
desconheço - 1
desconsoladas - 1
descontai-me - 1
descôr - 1
descorado - 2
descostume - 1
descrer - 1
descrevem - 2
descrevendo - 1
descrevo - 1
described - 1
descripção - 1
descubro - 1
descuido - 2
descuidos - 1
desculpa - 1
desculpasse - 1
desculpava-se - 1
desculpe - 2
desde - 32
desdem - 1
desdemona - 4
desdiga - 1
deseja - 1
desejado - 1
desejar - 2
desejaria - 1
desejasse - 2
desejavamos - 1
desejei - 1
desejo - 18
desejos - 3
desejosos - 1
desembaraça - 1
desempregados - 1
desencontro - 1
desenfiaram - 1
desenganados - 1
desengano - 2
desenhando - 1
desenhar - 1
desenho - 3
desentadar-me - 1
deserta - 1
desesperadamente - 2
desesperado - 1
desespero - 6
desessete - 1
desestimasse - 1
desfastio - 1
desfaz - 1
desfazendo - 2
desfazer - 3
desfazer-lhe - 1
desfecho - 2
desfechou-lhe - 1
desfez - 1
desfitavam-se - 1
desfizeram-se - 1
desforço - 1
desforrar - 1
desgosto - 2
desgostos - 1
desgraça - 2
desgraçado - 2
designa - 1
designação - 1
desinencia - 1
desisto - 1
deslavadamente - 1
desleal - 1
deslealdade - 1
desligar - 1
desligou-nos - 1
deslumbrado - 1
deslumbrava - 1
deslumbrou - 1
desmaiou - 1
desmentia - 1
desmentimos - 1
desmentir - 1
desmentiriam - 1
desmentisse - 1
desmiolada - 1
desmosthenes - 1
desnortear - 1
desobriga - 1
desoccupado - 1
desordenadamente - 1
despeça-me - 1
despedi-me - 3
despedia-se - 1
despedida - 6
despedidas - 3
despedido - 1
despedimos - 1
despedir - 1
despedir-me - 2
despedir-se - 4
despediu-se - 4
despega - 1
despegará - 1
despegaram-se - 1
despeito - 3
despejar - 1
despenteados - 1
despesas - 1
despeza - 1
despezas - 5
despia - 1
despida - 1
despite - 1
desprezes - 1
desprezo - 3
dessa - 1
dessas - 8
desse - 1
désse - 4
dessem - 1
desses - 3
dessorriu - 1
desta - 17
destas - 5
deste - 22
destemido - 1
destes - 5
destinada - 3
destinado - 4
destino - 8
destinos - 2
destroy - 2
destruido - 1
destruir - 1
destruir-se - 1
desunião - 2
desusado - 1
desusados - 1
desuso - 1
desvairado - 1
desvairar - 1
desvaneceu - 1
desvanecimento - 4
desviar - 1
desviasse - 1
desviava - 1
desviavam - 1
desviei - 2
desviou - 2
detach - 1
determine - 2
determinei - 1
detestamos - 1
detestar - 1
deteve-me - 1
deteve-se - 2
detivemos - 1
detiveram-se - 1
deu - 36
deu-lhe - 2
deu-me - 11
deus - 71
devagar - 9
devagarinho - 2
devagarzinho - 1
deve - 5
devedor - 3
devedora - 1
devem - 6
devemos - 1
dever - 7
deveras - 1
devéras - 13
deves - 1
devesse - 3
devia - 27
deviam - 1
deviamos - 2
devida - 1
devidas - 1
devido - 1
devoção - 2
devota - 3
devotas - 2
devoto - 1
devotos - 1
dez - 16
dezenas - 1
dezenove - 2
dezeseis - 3
dezesete - 5
dezoito - 2
di - 1
dia - 112
diabo - 14
diabos - 1
diabrete - 1
diadema - 1
dialogo - 2
dialogos - 1
diário - 1
dias - 191
diccionarios - 2
diferia - 1
differença - 8
differençal-a - 1
different - 1
differente - 5
differentes - 2
differia - 1
differiam - 1
difficeis - 1
difficil - 2
difficilmente - 2
difficuldade - 9
diffusas - 1
diffuso - 1
diga - 14
diga-lhe - 1
diga-me - 5
diga-se - 3
digam - 3
digamos - 4
digas - 1
digestão - 1
digital - 2
digna - 2
dignas - 2
dignidade - 1
dignificados - 1
digno - 3
dignos - 1
dignus - 1
digo - 32
diligencias - 1
diluir-se - 1
dimensões - 3
diminuir - 2
diminutas - 1
diminuto - 1
dinheiro - 10
dinheiros - 3
diploma - 1
dir-me-hia - 1
dirá - 4
dirão - 3
direcção - 3
direct - 1
directly - 1
directo - 1
direi - 5
direita - 8
direitamente - 1
direito - 6
direitos - 3
diria - 11
dirigida - 1
disciplina - 1
disclaim - 1
disclaimer - 3
disclaimers - 1
discontinue - 1
discordar - 1
discover - 1
discovered - 1
discreta - 1
discretamente - 1
discreto - 2
discurso - 19
discursos - 2
discutia - 1
discutira - 1
disfarçadamente - 1
disfarçado - 1
disfarçamente - 1
disfarçar - 3
disfarças - 1
disfarçava - 1
disfarce - 2
disforme - 1
disk - 1
dispensa - 2
dispensal-o - 1
dispensar-me - 1
dispensasse - 1
dispensava - 1
dispensaveis - 1
dispenso - 1
dispersava - 1
display - 1
displayed - 1
displaying - 4
disponivel - 1
disponível - 1
disposição - 3
disposições - 1
disposta - 2
dispostas - 1
disposto - 3
dispostos - 1
dispoz - 1
dispoz-se - 1
dispuz-me - 1
disse - 119
disse-lh - 1
disse-lhe - 21
disse-lho - 1
disse-me - 35
disse-nos - 2
disse-vos - 1
disser - 2
dissera - 5
disséra - 1
disseram - 3
disseram-lh - 1
disseram-me - 1
disserem - 2
dissertação - 1
dissesse - 9
dissessem - 1
disseste - 1
dissimulação - 5
dissimulada - 5
dissimulado - 2
dissimular - 4
dissimulou - 2
dissipar - 1
disso - 11
dissolução - 1
dissolver - 1
dissolvido - 1
dissuadir - 1
distancia - 9
distantes - 1
distilava - 1
distincção - 6
distincta - 2
distinctamente - 1
distinctas - 1
distincto - 1
distingui - 1
distinguindo-se - 1
distinguir - 1
disto - 7
distracções - 2
distrae - 1
distrahiam - 1
distrahido - 2
distraí-me - 1
distraía-me - 1
distribue - 1
distribuição - 1
distribuidas - 1
distribuindo - 1
distribuir - 1
distribute - 6
distributed - 4
distributing - 7
distribution - 6
distributor - 1
dita - 2
ditas - 2
dito - 11
diuturna - 1
divergindo - 1
diversa - 1
diverso - 1
diversões - 2
diversos - 1
diverte - 1
divertem-se - 1
divertiamo-nos - 1
divertir - 1
divertir-me - 1
divertir-se - 1
divida - 7
dividas - 1
dividi-os - 1
dividia-se - 1
dividil-o - 1
dividir - 2
dividirmos - 1
divina - 7
divindade - 1
divino - 5
divinos - 1
divirto-me - 1
divisão - 2
diz - 6
diz-se - 1
dize-me - 1
dizel-a - 3
dizel-as - 2
dizel-o - 7
dizem - 14
dizendo - 21
dizendo-lhe - 2
dizendo-me - 2
dizer - 87
dizer-lhe - 5
dizer-m - 1
dizer-me - 5
dizia - 27
dizia-lhe - 1
dizia-me - 6
diziam - 5
diziam-m - 1
diziamos - 1
do - 640
dó - 2
dôa - 1
dobradas - 1
dobradiço - 1
dobrado - 2
dobrar - 1
dobras - 1
dobrava - 2
dobre - 1
dobro - 1
doce - 19
doces - 5
docilidade - 1
documentos - 2
doçura - 2
doçuras - 1
doe - 1
doem - 1
doença - 8
doente - 11
doentes - 2
does - 2
doesse - 2
doeu-me - 3
doia - 2
doía - 1
doia-me - 1
dom - 13
domain - 2
domesticos - 1
dominar - 1
dominava - 3
dominem - 1
domingo - 17
domingos - 2
dominou - 1
dominus - 1
dona - 4
donate - 3
donation - 1
donations - 15
donde - 10
dono - 7
donors - 1
dor - 3
dòr - 2
dôr - 5
dores - 1
dôres - 3
dormi - 3
dormia - 4
dormiam - 2
dormindo - 2
dorminhocos - 1
dormir - 9
dormira - 1
dormirá - 1
dormisse - 2
dormitorio - 1
dormiu - 2
dorso - 1
dos - 199
dotado - 1
dotes - 2
dou - 7
dou-lhe - 3
doudamente - 1
dous - 61
doutor - 10
doutrina - 5
downloading - 1
doze - 1
drama - 2
dramas - 1
dramatica - 2
dramaturgo - 1
dramaturgos - 1
droga - 3
duas - 51
dubia - 1
duello - 1
dulcissima - 1
dulcissimos - 1
duo - 1
dura - 7
duração - 2
durante - 9
duraque - 1
durar - 1
durará - 1
duras - 1
durava-lhe - 1
durmo - 1
duro - 2
duros - 1
durou - 1
duvida - 5
duvidar - 3
duvidaria - 1
duvidas - 8
duvido - 2
duvidoso - 2
duzentas - 1
duzentos - 1
duzia - 3
e - 2208
é - 712
e-mail - 1
each - 1
easily - 1
easy - 1
ebook - 13
ebooks - 7
ecclesiastica - 10
ecclesiasticas - 1
ecclesiastico - 2
ecclesiasticos - 2
echo - 1
éco - 1
economia - 2
economias - 2
economico - 1
economisar - 1
edade - 21
eden - 1
edição - 1
edition - 1
editions - 4
editor - 1
edosa - 1
edoso - 1
educação - 2
educado - 1
educarão - 1
education - 2
educational - 3
effectivamente - 9
effectivo - 3
effeito - 19
effeitos - 1
effort - 2
efforts - 3
effusão - 1
egoismo - 1
egreja - 22
egrejas - 1
egua - 3
eguaes - 2
egual - 12
eguala - 1
egualmente - 5
eguas - 1
egypto - 2
eia - 1
eil-o - 1
ein - 1
eis - 12
either - 1
elect - 1
electronic - 27
electronically - 2
elegancia - 1
eleição - 1
eleito - 1
eliphaz - 1
ella - 186
ellas - 21
elle - 239
elles - 46
elogia - 1
elogiado - 2
elogial-a - 1
elogiar - 1
elogiar-lhe - 1
elogiavam - 1
elogio - 4
elogios - 5
elogiou - 2
eloquencia - 1
em - 464
email - 2
embaçada - 1
embaixo - 5
embaraçar - 1
embaraçar-me - 1
embarcam - 1
embarcar - 3
embarcou - 1
embargo - 2
embargos - 9
embarque - 4
embarquei - 1
embebidos - 1
embora - 17
embriagou - 1
embrulhada - 1
embrulhado - 1
embrulho - 2
embruscar-se - 1
embuçados - 1
emenda - 3
emendados - 2
emendai-a - 1
emendal-o - 1
emendando - 1
emendando-me - 1
emendar - 3
emendar-me - 1
emende - 1
emendei - 1
emendei-me - 1
emendou - 3
emfim - 13
emoção - 9
emoções - 4
empacar - 1
empallidecer - 1
empallideci - 1
empanava - 1
empenhar-mo - 1
empenho - 2
emphatico - 2
empina - 1
employee - 1
employees - 1
emplumando - 1
empregado - 1
emprego - 3
empregou - 2
empregue - 2
empreguei - 3
empresario - 2
empresta - 1
empurral-as - 1
empurrando - 1
empurrei - 2
empurrou-as - 1
emquanto - 16
en - 1
encaixilhou-as - 1
encaminhasse - 1
encaminhassemos - 1
encantados - 1
encanto - 2
encantos - 1
encarava - 1
encardido - 2
encarei-o - 1
encarnações - 1
encarquilhar - 1
encerrem - 1
enchendo - 1
enchente - 1
encher - 1
encheram - 2
encheram-me - 1
enchesse - 1
encheu - 1
enchia - 2
enchia-me - 1
enchia-o - 1
encobertas - 1
encoberto - 4
encobria - 1
encobrindo - 2
encobrir - 1
encobrisse - 1
encommendação - 1
encontradiço - 1
encontrado - 1
encontrámos - 1
encontrar - 1
encontrara - 1
encontraremos - 1
encontrei - 2
encontrei-o - 1
encontrei-os - 1
encontros - 1
encostada - 1
encostado - 1
encostou-se - 1
encravada - 1
encyclica - 1
end - 1
endireitando - 1
endireitei - 1
endireitou-se - 1
endossantes - 1
energia - 1
energico - 1
enfadamento - 1
enfadem - 1
enfarruscado - 1
enfastiada - 1
enfeitava-se - 1
enfeite - 2
enfeixava - 1
enferma - 3
enfermeira - 3
enfermidade - 1
enfiadas - 1
enfiado - 3
