---------- LEXICON ----------
betume - 1
bexigas - 2
bezerro - 1
biblico - 1
bibliothèque - 1
bica - 5
bicas - 3
bichanar - 1
bichanos - 1
bichinho - 4
bicho - 1
bichos - 2
bico - 7
bicos - 1
bidé - 1
bifes - 1
bigode - 10
bigodes - 2
bigodinho - 1
bigorna - 2
bilha - 1
bilhetes - 2
binary - 1
biqueira - 1
biraia - 1
birra - 1
birras - 1
bisborria - 1
bisca - 1
biscoitos - 2
bispa - 1
bisparam - 1
bloco - 1
blusa - 1
boa - 47
bôa - 1
boas - 8
bôba - 1
bobagem - 1
boca - 15
bocado - 6
bocados - 1
bocca - 51
bocejando - 1
bocejar - 1
bocejava - 1
bocejos - 2
bochechas - 2
bochechinhas - 1
bode - 1
bodega - 3
bodes - 1
bodum - 2
bofes - 1
bofetada - 1
bofetadas - 3
bogary - 1
bohemio - 1
boi - 7
boiada - 1
bois - 1
bolacha - 1
bolas - 4
boléa - 1
bolha - 1
bolir - 1
bolo - 2
bôlo - 1
bolor - 1
bolôr - 1
bolos - 1
bolsa - 2
bolso - 2
bom - 55
bombas - 1
bombeiro - 1
bombeiros - 2
bombinha - 1
bombo - 1
bondade - 3
bonde - 5
bondes - 1
bondosa - 1
boné - 1
boneca - 2
bonecos - 1
bonhomia - 1
bonita - 5
bonitinho - 1
bonito - 8
bonitos - 1
bons - 13
boquejar - 1
borboleta - 11
borbolhando - 1
borborinho - 1
borbotar - 1
borco - 1
bordada - 1
bordado - 1
bordados - 1
bordejou - 1
bordeus - 1
bordos - 2
borra - 1
borracha - 1
borracheira - 1
botafogo - 8
botão - 2
botar - 1
botas - 3
bote - 1
botelho - 42
botequim - 6
both - 1
boticarios - 1
botija - 1
botinas - 1
botões - 3
botou - 1
bound - 2
braças - 12
bracejava - 1
braço - 24
braços - 44
brada - 1
bradava - 1
brados - 2
bradou - 5
bradou-lhe - 1
braga - 1
braguilha - 1
bramava - 1
bramido - 2
branca - 11
brancas - 4
branco - 22
brancos - 3
brancura - 3
brancuras - 1
brandamente - 1
brandura - 1
brasa - 2
brasil - 7
brasileira - 4
brasileiras - 3
brasileirinha - 1
brasileiro - 4
brasileiros - 5
brava - 1
bravas - 1
bravia - 1
bravo - 2
braza - 6
brazas - 2
brazil - 5
brazileiras - 2
breach - 2
breca - 2
bregeirices - 1
bregeiros - 1
brejo - 1
breve - 4
briga - 4
brigar - 1
brigaram - 1
brigas - 1
brigassem - 1
brigava - 1
brilhante - 3
brilhantes - 4
brilhantina - 2
brillantes - 1
brim - 2
brinca - 1
brincadeira - 2
brincadeiras - 1
brincando - 1
brincar - 3
brincava - 1
brincos - 1
brindando - 1
brindes - 2
brindou - 1
brinquedo - 1
brio - 2
brios - 2
briosa - 1
brisa - 1
brôa - 1
broca - 3
brocavam - 1
brodio - 1
brota - 1
brotar - 1
bruços - 1
brunida - 1
bruno - 34
brusco - 2
brutaes - 2
brutal - 2
brutalmente - 3
brutinho - 1
bruto - 6
brutos - 2
bruxa - 24
bruxulear - 1
bruxuleava - 1
bucha - 1
buço - 1
bufando - 1
bufar - 1
bufete - 2
bugigangas - 1
bula - 1
bulha - 1
bulir - 1
bunda - 1
buraco - 4
burla - 1
burlescas - 1
burnio - 1
burra - 3
burrahs - 1
burro - 3
burros - 1
busca - 2
buscal-a - 5
buscal-o - 1
buscar - 22
business - 1
busquar - 1
busto - 1
but - 4
by - 26
c - 4
cá - 87
cabalistica - 1
cabeça - 97
cabeçada - 3
cabeçadas - 3
cabeção - 2
cabeças - 7
cabecear - 1
cabeceira - 3
cabelleira - 2
cabellinho - 1
cabello - 13
cabellos - 25
cabelludos - 1
caber-lhe-ia - 1
cabide - 2
cabimento - 1
cabisbaixa - 2
cabo - 12
cabocla - 6
caboclas - 1
caboclinhos - 1
cabra - 8
cabravasco - 1
cabritando - 1
cabrito - 2
cábula - 1
caçando - 1
cacarecos - 2
cacarejar - 1
cacaréos - 1
caçarolas - 1
cacetada - 2
cacete - 4
cacetes - 2
cachaça - 6
cachaço - 3
cachações - 1
cachimbo - 10
cachimbos - 2
cachorrinho - 2
cachos - 1
caco - 1
caçoada - 1
cacos - 5
cada - 90
cadaver - 2
cadaveres - 2
cadaverzinho - 1
cadê - 1
cadeia - 6
cadeira - 12
cadeiras - 6
cadella - 2
cadencia - 1
cadenciadas - 1
cadenciado - 1
cadenciosamente - 1
cadentes - 1
cáe - 3
cães - 10
café - 39
cafés - 1
cafézinho - 1
cafezista - 1
cafila - 1
cafusa - 3
cahia - 7
cahido - 4
cahidos - 1
cahindo - 11
cahindo-lhe - 1
cahio - 11
cahio-lhe - 2
cahir - 22
cahir-lhe - 1
cahira - 2
cahíra - 1
cahíra-lhe - 1
cahiram - 2
cahirem - 3
caia - 1
cáia - 1
caiadinhas - 1
caiadinho - 1
caibros - 1
caipiras - 1
caiporismo - 1
caixa - 10
caixas - 7
caixeiro - 15
caixeiros - 14
caixinha - 1
caixões - 4
cajú - 2
cal - 10
cala - 2
cala-te - 1
calaçaria - 2
calada - 1
calado - 6
calafrio - 6
calafrios - 1
calam - 1
calar - 2
calaram-se - 5
calavam - 1
calça - 6
calçada - 4
calçado - 5
calcanhares - 2
calção - 1
calçar - 1
calçaria - 1
calças - 12
calçava - 1
calculate - 1
calculated - 1
calculo - 1
calculos - 1
calculou - 1
caldinho - 1
caldo - 6
calháo - 1
calháos - 1
calhar - 2
calhaus - 1
calice - 1
calices - 2
callada - 1
callaram - 1
callosas - 1
callosos - 1
calma - 3
calmo - 1
calogio - 1
calor - 20
calôr - 1
calou-se - 5
calva - 1
calvo - 2
cama - 50
camada - 1
camadas - 1
camaradagem - 3
camaradas - 3
camarinhas - 1
camarões - 2
camarote - 1
camas - 2
cambaleando - 4
cambaleou - 1
cambalhotas - 1
cambistas - 1
cambraia - 4
caminha - 1
caminhando - 3
caminhava - 1
caminho - 17
camisa - 30
camisas - 4
camisola - 1
camondongo - 1
campainha - 1
campainhas - 1
campanha - 5
campanheira - 1
campo - 4
campos - 2
can - 10
canalha - 3
canalhas - 2
canastra - 1
canastras - 1
canção - 1
canceiras - 1
candeia - 1
candelabros - 1
candieiro - 8
candieiros - 2
candura - 1
caneca - 2
caneco - 1
canella - 2
canellas - 4
canga - 1
canhamo - 1
canna - 2
canninha - 1
cannot - 4
cansaço - 7
cansaços - 1
cansada - 3
cansado - 1
cansados - 2
canta - 1
cantada - 1
cantado - 1
cantam - 1
cantando - 5
cantar - 7
cantar-lhe - 1
cantarola - 1
cantarolar - 1
cantarolava - 1
cantava - 6
cantava-se - 1
cantavam - 3
canteiro - 1
cantharidas - 1
cantiga - 4
cantigas - 4
cantinho - 1
canto - 18
cantos - 8
cantou - 3
cantou-lhe - 1
cão - 7
capa - 3
capachos - 1
capacidade - 1
capacitar-se - 1
capadocio - 5
capatazes - 1
capaz - 22
capazes - 2
capilé - 2
capim - 4
capinzal - 21
capitaes - 1
capital - 3
capitalista - 4
capitalistas - 2
capitoso - 2
capitulo - 23
capoeira - 11
capoeiragem - 3
capoeiras - 4
capricho - 5
caprichos - 1
caprichosa - 2
caprichosamente - 2
caprichosas - 2
captiveiro - 5
captivo - 1
captivos - 1
cara - 35
caracter - 7
carão - 2
carapeta - 1
carapicú - 3
carapicús - 13
carapinha - 4
caras - 3
carbonisados - 1
carcamanos - 1
card - 1
careca - 1
careta - 1
caretas - 1
carga - 4
caricia - 3
caridade - 1
caridades - 1
caridosa - 1
carinho - 2
carinhos - 2
carinhosa - 2
carinhoso - 2
carioca - 1
carlos - 9
carls - 1
carmezim - 1
carmim - 1
carnaes - 1
carnal - 1
carnaval - 2
carnavalescas - 1
carne - 28
carne-molle - 2
carneiro - 1
carnes - 4
carnuda - 1
carnudo - 2
caro - 3
caros - 1
carpindo - 2
carpinteiro - 2
carpinteiros - 1
carpir - 1
carrancuda - 1
carrancudo - 1
carregada - 3
carregadas - 1
carregado - 7
carregador - 1
carregadores - 1
carregados - 5
carregando - 3
carregar - 2
carregára-se - 1
carregas-me - 1
carregava - 2
carregou - 4
carregue - 1
carreira - 18
carreto - 1
carrinho - 1
carro - 10
carroagem - 1
carroça - 4
carroção - 1
carroças - 6
carroceiro - 1
carros - 1
carruagem - 2
carruagens - 1
carry - 1
carta - 15
cartão - 1
cartas - 5
carteira - 2
cartel - 1
cartola - 1
carurú - 1
casa - 231
casaca - 4
casaco - 2
casada - 6
casadas - 1
casados - 3
casal - 4
casamento - 23
casamentos - 1
casaquinho - 2
casaquinhos - 2
casar - 12
casará - 1
casára - 1
casarão - 1
casas - 11
casasse - 1
casava-os - 1
casca - 1
cascalhada - 1
cascalhando - 1
cascalho - 2
cascalhudo - 1
cascas - 3
cascatas - 1
casco - 5
case - 1
casei - 2
casimira - 4
casinha - 12
casinhas - 26
caso - 26
casorio - 1
casos - 1
casquilho - 1
casquilhos - 1
cassanges - 1
casta - 1
castanha - 1
castanho - 3
castanhos - 2
castellos - 2
castiçal - 1
castigal-a - 1
castigue - 1
casto - 1
castrado - 1
casulo - 1
casulos - 2
catando - 1
catastrophe - 1
catette - 2
catita - 1
catre - 1
cattete - 1
caudas - 1
causa - 11
causador - 1
causar - 2
causara - 1
causas - 1
causava - 4
causava-lhe - 1
causavam-lhe - 1
cause - 2
causou - 2
caustico - 2
cautela - 1
cautelas - 1
cavaco - 2
cavacos - 1
cavagnac - 1
cavalgadura - 2
cavalgar - 1
cavalheiros - 2
cavalleiras - 1
cavallete - 1
cavallo - 1
cavallos - 2
cavaquear - 1
cavaquinho - 3
cavar - 1
cavernas - 1
cavouqueiro - 45
cavouqueiros - 2
cease - 1
cebo - 3
cebola - 1
ceboulas - 1
ceda - 1
ceda-me - 1
cedendo - 1
ceder - 4
cederam - 1
cedesse - 1
cedessem - 1
cedeu - 1
cedia - 3
cedo - 9
cedulas - 3
cega - 2
cegam - 1
cegamente - 2
cegas - 1
cegava - 1
cegavam - 1
cego - 7
cegou-me - 1
cegou-o - 1
cegueira - 2
ceia - 3
celluy - 1
cem - 6
cemiterio - 2
cenobio - 1
cenouras - 1
censura - 1
censuraram - 1
censuras - 1
censurava - 1
censurou - 1
centelha - 1
centena - 2
cento - 2
centro - 2
céo - 7
céos - 2
cepa - 1
cera - 3
cêra - 2
cerca - 1
cérca - 1
cercada - 3
cercadas - 1
cercado - 7
cercal-o - 1
cercando-se - 1
cercas - 4
cercava - 2
cercavam-na - 1
cerdosa - 1
ceremonia - 1
ceremoniosa - 1
cerimonia - 2
cerimoniosa - 1
ceroulas - 2
cerrada - 1
cerrado - 2
cerrados - 2
cerrando - 1
certa - 16
certain - 2
certas - 2
certeiro - 2
certeza - 15
certificar-se - 1
certo - 23
certos - 3
cerveja - 14
cessasse - 1
cessavam - 1
cessou - 1
cesta - 1
cestas - 1
cestos - 3
ceu - 8
ceus - 1
chá - 10
chacara - 1
chalaças - 1
chale - 8
chaleira - 2
chales - 1
chalets - 1
chama - 4
chamada - 1
chamado - 3
chamal-a - 2
chamando - 4
chamar - 6
chamára - 1
chamára-o - 1
chamaram - 1
chamaram-na - 1
chamaram-se - 1
chamarem - 1
chamasse - 1
chamava - 2
chamava-o - 1
chamava-se - 2
chamavam - 2
chamavam-lhe - 2
chaminés - 2
chammas - 2
chamo - 1
chamou - 3
chamou-a - 1
champanha - 5
change - 1
chanta - 1
chante - 1
chão - 41
chaos - 1
chapa - 2
chapéo - 20
chapéos - 7
chapéu - 3
charco - 1
charge - 6
charges - 1
charitable - 1
charities - 1
charutaria - 2
charuteiro - 1
charuto - 6
charutos - 4
chave - 4
chavena - 1
check - 4
checks - 1
chefe - 3
chefes - 1
chega - 2
chega-te - 1
chegada - 3
chegadinha - 1
chegado - 7
chegados - 1
chegam - 1
chegando - 9
chegando-se - 3
chegar - 11
chegar-se - 2
chegara - 2
chegára - 6
chegára-se - 2
chegaram - 3
chegaram-se - 1
chegarem - 2
chegarmos - 1
chegas - 1
chegasse - 1
chegava - 16
chegava-lhes - 1
chegava-se - 1
chegavam - 5
chegavam-se - 1
chege - 1
chego - 1
chego-me - 1
chegou - 17
chegou-se - 1
chegue - 2
cheguei - 1
cheia - 18
cheias - 6
cheio - 30
cheios - 5
cheira-se - 1
cheirando - 1
cheirar - 1
cheirasse - 2
cheirassem - 1
cheirava - 1
cheiro - 21
cheirosa - 1
cheirosas - 1
cheiroso - 2
cheirosos - 1
cheirou - 1
cheirou-me - 1
chibata - 1
chicara - 8
chicaras - 1
chicoteando - 1
chicrinha - 2
chifre - 2
chifres - 1
chim - 1
chinelladas - 1
chinellas - 1
chinello - 7
chinellos - 4
chinfrinadas - 1
chinfrins - 1
chique - 1
chiqueiro - 1
chita - 8
chóca - 1
chocalhava - 1
chocalho - 1
chocolateiras - 1
choose - 1
chora - 1
choradeiras - 1
choradinho - 2
chorado - 5
chorados - 2
choramigar - 1
choramingar - 1
chorando - 7
chorar - 11
choraram - 1
choras - 1
chorava - 10
choravam - 1
chore - 1
chores - 1
choro - 3
choros - 1
choroso - 3
chorosos - 2
chorou - 2
chouriços - 1
chover - 2
choveram - 1
chovia - 2
choviam - 1
chrismaram-na - 1
christo - 11
chryzallida - 1
chubregas - 1
chuchurreado - 1
chufas - 2
chumbados - 1
chumbo - 5
chupar - 1
chupou - 1
chuva - 13
chuveiro - 1
chuvisco - 1
cicero - 1
ciciar - 1
cidade - 17
cigale - 1
cigana - 1
cigarra - 1
cigarreiro - 1
cigarro - 9
cigarros - 1
cima - 52
cimento - 2
cinco - 20
cincoenta - 7
cingia-lhe - 1
cingindo - 1
cingindo-se - 1
cinta - 1
cinto - 1
cintura - 15
cinza - 3
cinzas - 1
cinzenta - 1
cinzento - 1
cio - 2
cipó - 1
circulação - 1
circular - 1
circulava - 1
circulo - 4
circumspecta - 1
circumspecto - 3
circumstancia - 2
circumstancias - 2
circumstantes - 5
circumvagou - 1
cirios - 1
cisco - 1
citavam - 1
citou - 1
city - 1
ciume - 2
ciumento - 3
ciumes - 7
civilisado - 1
claim - 1
clamando - 1
clamava - 1
clamavam - 1
clamor - 5
clamores - 1
clara - 9
clarão - 1
claras - 1
clareava - 1
claridade - 3
claridades - 1
clarins - 1
claro - 5
claros - 3
clavicula - 1
clearly - 1
clemente - 2
club - 1
coadjutor - 1
coado - 1
coberta - 9
cobertas - 1
coberto - 4
cobertor - 4
cobertos - 1
cobiça - 4
cobiçar - 1
cobiçou - 1
cobra - 6
cobrar - 1
cobras - 2
cobrava - 1
cobre - 4
cobria - 1
cobria-a - 1
cobrindo - 1
cobrio - 1
cobrio-lhe - 1
cobrir - 2
cobro - 1
cocadas - 1
coçando - 1
coçar - 3
cocaras - 3
coçava - 1
cócegas - 1
cocheira - 1
cocheiro - 2
cochichando - 2
cochicho - 2
cochichos - 3
cochilava - 1
côco - 2
cocote - 10
cocotes - 2
coçou - 1
codes - 1
coelhinho - 1
coelho - 7
cognac - 1
cognome - 1
cogumelo - 1
coice - 1
coisa - 92
coisas - 27
coisinha - 2
coitada - 11
coitadas - 2
coitadinho - 1
coitado - 9
coitados - 1
coito - 1
colchão - 9
colchões - 2
colera - 7
colhendo - 1
colher - 1
colhordas - 1
collarinho - 3
collection - 4
collectividade - 1
collectivo - 1
collegas - 5
collegio - 17
colleira - 1
collete - 3
collo - 11
collocar-se - 2
collocou - 1
collos - 1
colona - 1
colonia - 1
colono - 2
colosso - 1
columbina - 1
columnas - 3
com - 1048
coma - 2
comadre - 9
combinado - 3
comboios - 1
combustivel - 1
come - 3
começa - 1
começada - 1
começando - 1
começar - 2
começaram - 5
começava - 1
começavam - 3
começou - 27
comel-o - 1
comendo - 7
comer - 16
comer-nos - 1
comesaina - 1
comeu - 5
comezanas - 1
comia - 7
comia-a - 1
comia-lhe - 1
comiam - 3
comica - 1
comicas - 1
comichão - 1
comichar - 1
comichões - 1
comida - 17
comidas - 2
comido - 4
comigo - 5
commandante - 1
commando - 2
commendador - 3
commendas - 1
commensaes - 2
commensal - 1
commentando - 1
commentarios - 6
commentava - 1
commentou - 1
commerciaes - 3
commercial - 6
commercio - 14
commetter - 1
commettia - 1
commigo - 17
commissão - 2
committed - 1
commoção - 5
commoda - 6
commodo - 7
commodos - 7
commovêra - 1
commovia - 1
commoviam - 1
commovida - 5
commovido - 3
commúa - 1
commum - 4
communa - 2
communica - 1
communicativo - 1
communicou-lhe - 1
comnosco - 1
como - 383
como-lhe - 1
compacta - 3
compacto - 1
compaixão - 1
companheira - 5
companheiras - 3
companheiro - 10
companheiros - 20
companhia - 15
companhias - 1
comparado - 1
comparar - 1
comparecer - 1
comparecia - 1
compartimento - 1
compassadamente - 1
compassivo - 1
compasso - 1
compensação - 2
competente - 1
competia - 1
compilation - 1
completa - 9
completamente - 9
completar - 2
completas - 1
completo - 2
compliance - 5
complicada - 1
complicado - 3
complicam - 1
comply - 6
complying - 3
compor - 1
comportou - 1
composta - 1
composto - 1
compoteiras - 1
compra - 2
comprador - 1
compradores - 2
compral-a - 1
comprando - 1
comprar - 7
comprara - 1
compraram - 1
compraria - 1
compras - 13
comprava - 2
compravam-se - 1
comprazia - 1
compre - 1
comprehende - 4
comprehendendo - 1
comprehendeu - 8
comprehendia - 3
comprehendido - 2
comprehensão - 2
comprender - 1
compressed - 1
comprido - 2
comprimental-o - 1
comprimida - 1
comprimir - 1
compro - 1
compromettedores - 2
compromettendo-se - 1
comprometter - 1
comprometterei - 1
compromettida - 1
compromisso - 1
comprou - 4
comprou-o - 1
compungidas - 1
compungido - 3
compungidos - 1
compunha-se - 1
computação - 1
computer - 2
computers - 2
comsigo - 9
comtigo - 3
conceber - 2
concentrações - 1
concentrada - 2
concentrado - 1
concentrando - 1
concept - 2
concernentes - 1
concerning - 2
concertal-o - 1
concertar - 2
concerto - 1
concertou-lhe - 1
concessões - 1
concheando - 1
conciliar - 1
concluiam-se - 1
concluio - 1
concordava - 1
concordia - 1
concordou - 1
concorreu - 1
concubinagem - 1
concupiscente - 1
concurrencia - 3
concurso - 1
conde - 1
condemnado - 1
condemnando - 1
condensando-se - 1
condescendencia - 1
condescendente - 2
condição - 3
condições - 4
condignamente - 1
condolencias - 1
condolente - 1
conducta - 2
conductores - 1
conduzida - 1
conduzindo - 1
conduzir - 1
conduzissem - 1
confederação - 1
confeitaria - 3
conferisse - 1
confessa-nos - 1
confessar-lhe - 1
confesso - 2
confiança - 4
confiára - 1
confiaram - 1
confiava - 2
confidencialmente - 3
confidencias - 1
confidente - 2
confio - 1
confirmation - 1
confirmed - 1
confirmou - 4
confissionario - 1
conflicto - 4
conformar - 1
conformar-se - 1
conforme - 4
confortavel - 1
conforto - 2
confundiam-se - 1
confundidas - 1
confundio - 1
confusão - 6
confusas - 1
confuso - 2
congé - 1
congenere - 1
congestionadas - 1
congraçal-os - 1
conhece - 3
conhecendo - 1
conhecer - 2
conheces - 3
conheceu - 1
conhecia - 9
conhecia-lhe - 1
conhecida - 1
conhecidos - 1
conhecimento - 3
conheço - 1
conjugal - 1
conjuncto - 1
connexão - 1
conquistado - 1
conquistadores - 1
conquistando - 1
conquistára - 1
conquistas - 2
conquistava - 1
consciencia - 6
consciente - 2
consecutivas - 1
consegue - 1
consegui - 1
conseguia - 6
conseguinte - 5
conseguio - 13
conseguir - 10
conseguira - 3
conseguiram - 3
conseguisse - 1
conselheiro - 2
conselheiros - 1
conselho - 1
consentio-lhe - 1
consentir - 4
consentiria - 1
consentisse - 1
consentiu - 1
consequencias - 1
consequential - 1
conserva - 2
conserval-a - 1
conserval-a-ia - 1
conserval-o - 1
conservando - 1
conservando-se - 1
conservar - 3
conservar-se - 1
conservara - 1
conservára - 1
conservaria - 1
conservava - 4
conservou - 1
considerable - 2
consideração - 3
considerações - 2
considerava - 1
consideravelmente - 1
considerou - 3
consinto - 1
consola-te - 1
consolo - 2
conspiração - 1
constant - 1
constante - 3
constantes - 2
constituindo - 1
constituindo-se - 1
constituira-se - 1
constou - 2
constrangida - 2
constrangimento - 2
constrangimentos - 1
construcção - 5
construia-se - 1
construidas - 1
construir - 3
consultado - 1
consultar - 1
consultava - 1
consumições - 1
consumida - 2
consumidos - 1
consummado - 1
consumo - 1
conta - 32
contact - 3
contacto - 2
contadas - 1
contado - 1
contagem - 2
contain - 2
containing - 1
contam - 2
contando - 4
contar - 4
contar-lhe - 1
contas - 11
contava - 8
conte - 1
contel-o - 1
contemplal-a - 3
contemplativa - 1
contemplativo - 2
contemplava - 2
contemplava-a - 1
contemplou-a - 1
contenda - 2
contendoras - 1
contentamento - 2
contentava-se - 2
contentavam-se - 1
contente - 2
contentou-se - 3
conter - 5
conter-se - 1
conteúdo - 2
conteve - 1
conteve-a - 1
continencia - 2
continhos - 1
continua - 1
continuação - 1
continuado - 1
continuamente - 1
continuando - 1
continuar - 3
continuaram - 2
continuarei - 1
continuaria - 3
continuas - 1
continuassem - 2
continuava - 24
continuavam - 3
continue - 2
continuo - 1
continuos - 1
contínuos - 1
continuou - 14
contivesse - 1
conto - 1
contornos - 1
contos - 11
contou - 3
contou-lhe - 1
contou-m - 1
contra - 69
contra-gosto - 1
contra-mestre - 1
contracções - 1
contract - 1
contracto - 1
contractos - 1
contrafeita - 1
contrafeito - 1
contrapoz - 1
contrapôz - 1
contraria - 2
contrariada - 1
contrarial-a - 1
contrarial-o - 1
contrariar - 1
contrario - 11
contrastando - 2
contrastava - 1
contratempo - 1
contraveio - 1
contribuiram - 1
contributions - 2
contritos - 1
convalescente - 3
convém - 1
convêm - 1
convencendo-se - 1
convenceu-se - 1
convencida - 1
convencido - 2
conveniencias - 1
conversa - 9
conversam - 1
conversando - 6
conversar - 14
conversaram - 1
conversas - 4
conversava - 5
conversavam - 7
conversou - 1
conversou-se - 1
convert - 1
converteram - 1
converteu - 1
convertia - 1
convicção - 5
convicta - 1
convicto - 1
convidados - 3
convidal-o - 1
convidando-os - 1
convidára - 2
convidava - 1
convidou - 1
convidou-o - 1
convidou-os - 1
convinha - 3
convite - 6
convivas - 2
convulsa - 3
convulsionava - 1
convulsivamente - 1
convulsivo - 1
convulsos - 1
coordenal-os - 1
copa - 2
copagem - 1
copied - 2
copies - 7
copinho - 1
copiosamente - 1
copo - 16
copos - 9
copy - 12
copying - 4
copyright - 19
cor - 1
cór - 1
côr - 22
coração - 32
corações - 2
coradoiros - 1
córadoiros - 4
coragem - 7
corajosos - 1
coral - 1
corcovos - 1
corda - 3
cordas - 2
cordilheiras - 1
cordoveias - 1
cores - 1
côres - 6
corja - 1
corneta - 1
corno - 1
coro - 2
côro - 11
corôa - 2
coroado - 1
coroados - 1
coroas - 1
corpinho - 3
corpo - 76
corporações - 1
corporation - 1
corre - 6
corredia - 1
corredor - 3
corredores - 1
correio - 1
correm - 1
correndo - 10
corrente - 3
correr - 11
correr-lhe - 1
correrá - 1
corrêra - 2
correrem - 1
correria - 1
correspondencia - 1
correspondencias - 2
corresse - 1
corressem - 1
corretor - 1
correu - 21
correu-lhe - 1
corria - 3
corriam - 3
corrida - 4
corridas - 3
corrido - 1
corrimento - 1
corropira - 1
corropiras - 1
corrupt - 1
corta - 1
cortada - 1
cortadas - 1
cortado - 1
cortados - 1
cortando - 1
cortar - 3
cortasse - 2
côrte - 4
cortezãs - 1
cortico - 1
cortiço - 99
cortiços - 1
cortina - 3
cortinado - 1
cortinas - 3
coser - 1
cosessem - 1
cosia - 2
coso - 1
cost - 3
costa - 14
costas - 19
costs - 2
costumada - 1
costumado - 1
costumava - 5
costume - 14
costumes - 3
costura - 4
costureira - 1
cotação - 1
cotovellos - 1
cotovelo - 2
cotovelos - 1
coubesse - 1
could - 1
countries - 1
country - 4
couro - 4
course - 1
couve - 2
covarde - 1
covardemente - 1
covardes - 1
coxa - 2
coxas - 12
cozas - 1
cozer - 1
cozidas - 1
cozido - 2
cozinha - 16
cozinhava - 1
cozinheiro - 2
crachás - 1
crapuloso - 1
cravar-se - 1
cravejada - 1
creação - 1
created - 2
creating - 4
creation - 1
creatura - 17
credit - 1
credito - 3
creditos - 1
credits - 1
credo - 3
crédo - 1
creia - 5
creio - 9
creme - 1
creou - 1
crepitação - 1
crepusculo - 2
crer - 2
crescente - 2
crescer - 5
crescêra-lhe - 1
cresceu - 3
crescia - 6
crescia-lhes - 1
crespo - 2
crespos - 2
criada - 12
criadagem - 2
criado - 1
criados - 6
criança - 15
criançada - 1
crianças - 12
criancinha - 1
criar - 1
criaturinha - 1
crime - 6
crimes - 2
criminar - 1
criminel - 1
criminoso - 3
crina - 1
crioula - 24
crise - 1
crises - 1
crispações - 1
cristãs - 1
critical - 1
criticando - 1
crochet - 2
crú - 4
crua - 1
crucificado - 1
cruel - 1
cruenta - 1
cruento - 2
crusadas - 6
crusados - 2
crusavam-se - 1
crusou - 2
cruzaram-se - 2
cruzes - 4
crystaes - 1
crystallina - 1
crystallisação - 1
cubiculos - 1
cuia - 1
cuida - 1
cuidado - 8
cuidados - 1
cuidadosamente - 4
cuidadoso - 1
cuidando - 1
cuidar - 4
cuidariam - 1
cuidasse - 1
cuidava - 1
cuidavam - 1
cuidou - 1
cuja - 10
cujas - 8
cujo - 9
cujos - 4
culatra - 1
culpa - 3
culpada - 2
culpado - 1
cumarú - 1
cumplice - 3
cumplices - 1
cumprido - 1
cumprimentava-o - 1
cumprimentavam-no - 1
cumprimentavam-se - 1
cumprimento - 2
cumprimentos - 1
cumprir - 1
cunhavam - 1
curado - 1
curiosa - 1
curiosas - 1
curiosidade - 6
curioso - 3
curiosos - 9
current - 1
curso - 2
curtas - 3
curtindo - 2
curto - 2
curtos - 2
cús-cús - 1
cuspido - 1
cuspindo - 2
cuspir - 2
custa - 4
custaria - 1
custava - 2
custava-lhe - 1
custo - 3
cutis - 1
cutruca - 1
cyclopica - 1
d - 430
da - 930
dá - 13
dá-m - 1
dá-me - 1
dada - 1
dadiva - 1
dado - 2
dados - 3
dahi - 1
dal-a - 1
dal-o - 1
dama - 2
damage - 2
damaged - 1
damages - 4
damas - 4
damnada - 1
damnados - 2
damno - 1
damnos - 1
damos - 1
dança - 3
dançar - 2
dando - 12
dando-lhe - 5
dansa - 7
dansadeira - 1
dansar - 14
dansára - 1
dansaram - 1
dansarina - 1
dansava - 1
dansavam - 1
dão - 2
daquelle - 1
daqui - 1
dar - 62
dar-lhe - 6
dar-me - 1
dar-se - 3
dar-te - 2
dará - 2
darás - 1
dardejar - 1
darei - 2
darem - 4
darem-lhe - 1
daria - 2
dariam - 1
das - 240
data - 1
date - 3
dava - 33
dava-as - 1
dava-lhe - 8
dava-se - 1
davam - 9
davam-lhe - 3
days - 4
de - 3436
dê - 3
dê-lhe - 1
dê-nos - 1
debaixo - 41
debandada - 1
debatia - 1
debitava - 1
debruçadas - 1
decahia - 1
decahida - 1
decanos - 1
decente - 2
decepção - 2
decida - 1
decidida - 2
decidido - 1
decidindo-se - 1
decidio - 1
decidir - 4
decidir-se - 1
decisivo - 1
declamando - 1
declamava - 1
declarado - 1
declarando - 1
declarasse - 1
declarava - 1
declarou - 13
declinar - 1
decoro - 1
decorrendo - 1
decorrido - 1
decrepita - 1
decrepito - 2
decrescera - 1
decrescia - 1
dedicação - 4
dedicada - 1
dedilhar - 1
dedo - 5
dedos - 20
deductible - 1
defect - 3
defective - 3
defects - 1
defeito - 3
defende-o - 1
defendel-a - 1
defendendo-as - 1
defender - 4
defendia - 3
defendiam - 1
defeza - 4
definidas - 1
definitivamente - 1
deformados - 1
defronte - 66
defumado - 1
defunto - 1
defuntos - 2
degradante - 1
dei - 1
deist - 1
deitada - 3
deitado - 1
deitar-se - 2
deitaram - 2
deitou-se - 2
deixa - 25
deixa-a - 1
deixa-me - 1
deixa-te - 2
deixal-a - 3
deixal-o - 1
deixal-os - 2
deixando - 14
deixando-a - 1
deixando-lhe - 1
deixando-se - 2
deixar - 14
deixar-me - 1
deixara - 2
deixára - 5
