---------- LEXICON ----------
certas - 4
certeza - 10
certidão - 1
certificar-me - 1
certo - 52
certos - 3
cesar - 2
cesares - 1
cesariana - 1
cesariano - 1
cessa - 1
cessação - 1
cessada - 1
cessado - 2
cessar - 2
cessava - 1
cessou - 1
ceu - 16
céu - 1
ceus - 3
cezar - 1
chá - 3
chacara - 22
chacaras - 1
chafariz - 1
chalaça - 1
chama - 4
chama-me - 1
chama-se - 1
chamado - 1
chamam - 1
chamamos - 1
chamar - 6
chamar-lhe - 1
chamar-me - 1
chamar-nos - 1
chamar-se - 1
chamaram-lhe - 1
chamastes - 1
chamava - 2
chamava-me - 2
chamava-se - 4
chamavam - 1
chame - 1
chamei - 1
chamei-a - 1
chamei-lhe - 1
chamei-me - 2
chamma - 1
chammejantes - 1
chamo - 1
chamo-lhe - 1
chamou - 8
chamou-me - 1
chanças - 1
change - 1
chão - 16
chapa - 1
chapeleiro - 6
chapéo - 2
chapéos - 3
chapeu - 5
chapéu - 8
chapeus - 3
charada - 1
charadas - 1
charge - 6
charges - 1
charitable - 1
charities - 1
charuto - 1
charutos - 3
chás - 1
chãs - 1
chasco - 1
chasqueava - 1
chaste - 1
chave - 1
che - 1
check - 4
checks - 1
chefe - 3
chega - 2
chega-se - 1
chegado - 2
chegam - 1
chegamos - 1
chegámos - 2
chegando - 3
chegar - 12
chegará - 1
chegára - 3
chegára-se - 1
chegaram - 2
chegarei - 1
chegares - 1
chegaria - 6
chegasse - 4
chegassemos - 1
chegava - 8
chegavam - 2
chego - 1
chegou - 17
chegue - 1
cheguei - 16
cheguei-me - 2
cheia - 5
cheias - 1
cheio - 5
cheios - 2
cheira - 2
cheirar - 1
cheirasse - 1
cheiro - 1
cheirosa - 1
chicara - 2
chicote - 2
chilreavam - 1
chimène - 2
chimera - 1
chimeras - 1
chimica - 1
chimicos - 1
chinellas - 1
chinello - 1
chinez - 1
chiquito - 1
chisparam - 1
chispas - 1
chispava - 1
chiste - 1
chocalho - 3
chocha - 2
choose - 1
choramigas - 1
chorando - 1
chorão - 1
chorar - 4
chorara - 1
chorasse - 1
chorava - 3
chorava-o - 1
chorei - 2
chores - 1
chorou - 3
chovendo - 1
chovia - 2
christã - 1
christão - 3
christianismo - 1
christovão - 1
chronometrico - 1
chrysalidas - 1
chufas - 3
chumbo - 1
chupado - 1
chupava - 1
chuva - 3
chuvinha - 1
ci - 3
cicero - 2
cid - 1
cidadão - 2
cidadãos - 3
cidade - 11
cidades - 1
cii - 2
ciii - 2
cima - 13
cimo - 4
cinco - 37
cincoenta - 13
cingia - 1
cingindo-me - 1
cingir - 1
cingir-me - 1
cingiu-me - 2
cintra - 1
cintura - 1
cinza - 1
circulava - 1
circulou - 1
circumflexões - 1
circumspecto - 2
circumstancia - 8
circumstancias - 9
cirurgião - 1
citações - 1
citado - 1
citados - 1
citando - 1
citar-nos - 1
citava - 1
citava-os - 1
citei - 1
citou - 1
city - 1
ciume - 1
ciumes - 3
ciúmes - 1
civ - 2
civilisação - 2
civilisada - 1
civilisadas - 1
cix - 2
cl - 2
claim - 1
clamando - 1
clamor - 1
clandestina - 2
clara - 4
claramente - 3
claras - 1
clareza - 1
claro - 6
claros - 1
classe - 2
classica - 1
classico - 1
classifical-a - 1
claudio - 1
claudios - 1
clausula - 1
clearly - 1
cleopatra - 1
cli - 2
clii - 2
cliii - 2
cliv - 2
clix - 2
clv - 2
clvi - 2
clvii - 2
clviii - 2
clx - 2
coaduna - 1
coberta - 2
coberto - 1
cobiça - 4
cobiçar - 1
cobiças - 1
cobicei - 1
cobiçosos - 2
cobras - 1
cobre - 1
cobrem - 1
cobria-lhe - 1
cobrindo - 1
cobrisse - 2
cobriu - 1
coçam - 1
coçar - 2
cócaras - 1
cocegas - 3
coche - 3
cocheira - 1
cocheiro - 2
cocheiros - 1
cochichava - 1
cochillando - 1
coco - 2
côco - 1
coçou - 1
codes - 1
codicillo - 1
codigo - 2
cogitações - 1
cogitasse - 1
cogitei - 3
coimbra - 5
coisas - 2
coitada - 4
coitadinha - 3
coitado - 2
colera - 2
coleras - 1
colhe - 1
colher - 1
colhér - 1
colherinha - 1
colheu - 1
colheu-me - 1
colhi - 1
colica - 1
collaboração - 1
collaboradora - 1
collaborando - 1
collar - 3
collarinho - 1
collection - 4
collector - 5
collega - 1
collegas - 1
collegial - 1
collegio - 4
collete - 6
colligi-os - 1
colligir - 2
colligira - 1
colligiria - 1
collo - 3
collocam - 1
collocar-me - 1
colloquio - 3
collossal - 1
colonisação - 1
columnas - 2
com - 588
coma - 1
combate - 2
combatel-a - 1
combinação - 3
combinando - 1
combinar - 2
come - 3
começa - 2
começámos - 1
começando - 1
começar - 2
começaria - 1
começava - 5
começava-a - 1
começavam - 1
comecei - 6
começo - 5
começou - 10
comedia - 2
comédia - 3
comedimento - 1
comem-se - 1
comendo - 1
comer - 10
comeu-os - 1
comi - 2
comia - 1
comia-se - 1
comiamos - 1
comica - 2
comichões - 1
comida - 2
comido - 2
comivel - 1
commentado - 1
commental-as - 1
commentando - 1
commentar - 1
commentavam - 1
commercial - 1
commerciantes - 2
commerciava - 1
commercio - 3
commetter - 1
commigo - 55
commissão - 1
commissões - 1
committed - 1
commoção - 5
commoções - 1
commodo - 2
commoveu - 2
commovida - 2
commovido - 2
commum - 7
commun - 1
commungando - 1
communicar-me - 1
communicou - 1
comnosco - 4
como - 281
comoções - 1
compaixão - 2
companheira - 1
companheiro - 4
companhia - 2
compara - 1
comparação - 5
comparando - 1
comparando-nos - 1
comparar - 2
comparasse - 1
compare - 1
comparei - 2
comparo - 1
comparou - 1
comparsa - 1
compartir - 1
compasso - 1
compativeis - 1
compelle - 4
compelliam-me - 1
compellil-a - 1
compellir-me - 1
compendio - 1
compenetre - 1
compensação - 3
compensar - 1
compensava-a - 1
compensavam - 1
compilation - 1
complacencia - 1
completa - 4
completo - 2
complexa - 1
complexas - 1
compliance - 5
complica - 1
complicada - 2
complicava - 1
complicava-se - 1
complice - 3
complicou - 1
comply - 6
complying - 3
compõe - 1
composição - 2
composto - 3
compostura - 4
compota - 4
compotas - 2
compoteiras - 1
compoz-lhe - 1
compradas - 1
comprador - 2
comprar - 6
comprassem - 1
comprazia - 1
comprehende - 1
comprehendendo - 1
comprehender - 4
comprehenderá - 1
comprehenderás - 2
comprehendeu - 3
comprehendi - 4
comprehensão - 2
comprei - 1
compressed - 1
comprida - 1
comprido - 2
compridos - 1
comprimenta - 1
comprimental-a - 1
comprimentar - 1
comprimento - 1
comprimentos - 4
compromisso - 5
comprou - 1
comprou-o - 1
compunha-se - 1
computer - 2
computers - 2
compuz - 1
compuzesse - 1
comquanto - 2
çomquanto - 1
comsigo - 6
comtanto - 6
comtigo - 1
comtudo - 7
concebida - 1
concebido - 1
conceição - 1
conceito - 3
conceitos - 1
concentração - 1
concentrada - 1
concentrado - 2
concentrara-se - 1
concentrei - 1
concepção - 5
concepções - 1
concept - 2
concerning - 2
concertar - 2
concerto - 1
conchas - 1
conchegada - 1
conchegar - 1
conchegava - 1
conchegou-me - 1
conciliação - 1
conciliar - 1
conclua - 1
concludente - 1
conclues - 1
conclui - 5
concluia - 2
concluía - 1
concluir - 3
concluiremos - 1
concluiu - 11
conclusão - 4
conclusões - 1
concordaram - 1
concordava - 1
concordei - 1
concordo - 1
concordou - 2
concreta - 1
concreto - 1
concubina - 1
condão - 1
conde - 4
condemnado - 1
condensação - 1
condição - 6
condicional - 1
condigna - 1
conducção - 1
conego - 10
confeitos - 1
confessal-o - 2
confessar - 8
confessara - 1
confessasse - 2
confessava - 2
confessei - 1
confessei-lhe - 1
confesso - 16
confessou - 5
confessou-me - 4
confiança - 7
confiava - 1
confidencia - 4
confidencias - 1
confidente - 2
confirmar - 1
confirmaria - 1
confirmasse - 1
confirmation - 1
confirmed - 1
confirmou - 1
confissão - 4
conflicto - 2
conflictos - 1
conforma-te - 1
conforme - 1
conformei - 1
conformidade - 1
conforto - 1
confrades - 1
confraria - 1
confunda - 1
confunde-se - 1
confundir - 1
confundiu - 1
congestão - 1
conhece - 2
conhecel-a - 1
conhecerás - 1
conheces - 2
conhecestes - 1
conheceu - 1
conheceu-me - 1
conheci - 5
conhecia - 2
conhecia-a - 1
conhecia-o - 1
conhecida - 1
conhecido - 1
conhecidos - 4
conhecimento - 3
conheço - 1
conjecturas - 1
conjuga - 1
conjugal - 3
conjuncção - 1
conjuncto - 1
conjunto - 1
connubio - 1
conquistado - 1
consciencia - 22
consciência - 7
consciências - 1
consciente - 1
consegui - 1
conseguia - 1
conseguintemente - 7
conseguira - 1
conseguiu - 1
conselheira - 1
conselheiro - 3
conselho - 3
conselhos - 2
consentiria - 1
consentissse - 1
consequência - 1
consequencias - 3
consequentemente - 1
consequential - 1
conserva - 2
conservação - 2
conservar - 2
considerable - 2
consideração - 3
considerações - 1
considerada - 1
considerar - 2
considerei - 1
consolação - 4
consolações - 1
consolal-a - 1
consolar - 2
consolei-a - 1
consolo - 2
consolou - 1
conspiração - 1
constância - 1
constant - 1
constante - 3
constantemente - 1
constantinopla - 1
conste - 1
consterna - 1
consternação - 2
consternado - 1
consternará - 1
constipar-se - 1
constitue - 3
constituia - 1
constituição - 2
constituições - 1
constituil-o - 1
constituir-se - 1
constituira-se - 1
constou - 1
constrange - 1
constrangido - 1
constrangidos - 1
construcção - 1
construia - 1
construido - 1
construir - 1
consular - 1
consultar - 3
consultasse - 1
consultei - 1
consulto - 1
consultou - 2
consultou-me - 1
consummação - 3
conta - 8
contact - 3
contacto - 2
contada - 1
contagiosas - 1
contain - 2
containing - 1
contal-as - 2
contal-o - 1
contando - 1
contanto - 2
contar - 11
contar-lhe - 1
contará - 1
contarei - 2
contas - 5
contasse - 5
contaste - 1
contava - 5
contavam - 2
contei - 2
contei-lhe - 1
contém - 1
contemos - 1
contempla - 1
contemplação - 6
contemplal-a - 2
contemplal-o - 1
contemplar - 6
contemplassem - 1
contemplei - 1
contemplei-a - 1
contemporânea - 1
contemporaneas - 1
contemporaneo - 1
contemptor - 1
contenda - 1
contendas - 1
contendo - 2
contendores - 3
contenta-se - 1
contentamento - 3
contentando-me - 1
contentava - 3
contentava-se - 1
contente - 5
contentem-se - 2
contentes - 2
contentou - 1
conter - 1
continha - 1
continua - 1
continúa - 1
continuada - 1
continual-o - 1
continuamente - 1
continuando - 1
continuar - 5
continuava - 6
continuavam - 1
continuei - 4
continuou - 12
contivesse - 1
conto - 4
contornos - 2
contorsão - 1
contos - 30
contou - 3
contou-me - 9
contra - 16
contrabandeado - 1
contracção - 2
contract - 1
contractiva - 2
contrahida - 1
contrahindo - 1
contrarias - 3
contrario - 13
contrasta - 1
contraste - 2
contrastes - 2
contributions - 2
contricto - 1
controversa - 1
controversia - 1
controversias - 1
contundia-me - 1
convem - 1
convém - 1
convencendo-me - 1
convencida - 1
convencido - 1
convencionámos - 1
convenho - 1
conveniencia - 3
conveniencias - 1
conveniências - 1
conveniente - 4
conversa - 9
conversação - 4
conversámos - 1
conversando - 1
conversar - 3
conversas - 2
conversava - 2
conversávamos - 1
convert - 1
convicção - 4
convidado - 1
convidados - 1
convidal-o - 2
convidando-me - 1
convidar - 1
convidar-me - 1
convidativas - 1
convidava - 1
convidou-me - 1
convindo - 1
convinha - 5
convite - 2
convites - 2
conviva - 1
convivas - 2
convocar - 1
convulsa - 1
copa - 1
copied - 2
copies - 7
copo - 2
copy - 12
copying - 4
copyright - 19
cór - 1
côr - 8
coração - 22
corações - 3
coragem - 1
corcovos - 1
corda - 1
cordas - 1
cordel - 1
cordial - 4
cordialmente - 2
cordoalha - 1
cores - 1
côres - 1
corôa - 1
coronel - 2
coroou-me - 1
corpo - 24
corporation - 1
corre - 3
corrêas - 1
correcção - 1
correcta - 1
correctamente - 1
corredor - 8
corredores - 1
correeiro - 1
correeiros - 2
correio - 1
correm - 1
corremos - 1
correndo - 1
corrente - 2
correr - 5
correrias - 1
correspondente - 1
corresponder - 1
correspondessem - 1
correu - 3
corri - 2
corria - 6
corrido - 2
corrige - 2
corrigi-lhe - 1
corrigida - 1
corro - 2
corrompiam-me - 1
corrupt - 1
corsel - 4
corso - 1
cortada - 1
cortado - 1
cortar - 2
cortaste-me - 1
corte - 2
córte - 2
côrte - 3
corteja - 1
cortejámo-nos - 2
cortejava - 1
cortejo - 2
cortejou-me - 1
cortez - 1
cortezanices - 2
cortezia - 5
cortezias - 3
cortiço - 1
cortinas - 4
cós - 2
cosas - 1
coser - 1
cosia - 1
cosidos - 1
cosinheiro - 1
cost - 3
costa - 1
costado - 1
costas - 3
costs - 2
costuma - 1
costumava - 6
costume - 9
costumes - 3
costura - 2
costurando - 1
costuras - 1
costureira - 1
cotovello - 1
cotrim - 40
coube-me - 1
coubesse - 1
could - 1
countries - 1
country - 5
couro - 2
course - 1
cousa - 150
cousas - 69
cova - 4
coxa - 12
côxa - 1
coxeava - 1
coxo - 1
craneo - 1
cravar - 1
cravo - 1
crê - 4
creação - 3
creado - 2
creador - 1
creadora - 1
cream-me - 1
crear - 1
created - 2
creating - 4
creation - 1
creatura - 8
creaturas - 4
creaturinha - 1
creava - 1
credit - 1
credits - 1
credo - 1
credula - 1
credulidade - 1
creia - 4
creio - 41
crel-o - 2
crel-o-eis - 1
crel-o-heis - 1
crença - 1
crendo-me - 1
crepe - 1
crepúsculo - 1
crer - 11
crêr - 1
crescem - 2
crescendo - 1
cresceram - 1
cresceu - 1
cresci - 2
cresciam - 1
crescimento - 2
cria - 2
criado - 7
criados - 4
criança - 11
crianças - 3
criancice - 1
criancices - 1
criar - 2
criava - 1
crime - 3
crina - 1
crise - 4
crista - 2
cristas - 1
critica - 4
critical - 1
critico - 3
cromwell - 4
cru - 2
crú - 2
crua - 1
crueis - 1
cruel - 4
crueldade - 1
cruz - 5
cruzado - 3
cruzados - 2
cruzando-as - 1
cruzavam-se - 1
cruzes - 2
crystaes - 2
crystal - 1
cuba - 1
cubas - 56
cubiculo - 2
cuida - 1
cuidado - 3
cuidados - 6
cuidar - 3
cuidas - 1
cuidava - 2
cuidavas - 1
cuidei - 1
cuides - 1
cuido - 8
cuja - 11
cujas - 2
cujo - 7
culpa - 3
culpada - 1
culta - 1
cultivar - 1
cumpre - 2
cumpria - 3
cumpria-lhe - 1
cumpria-me - 1
cumprimos - 1
cumpristes - 1
cumulava - 1
cunha - 2
cunhado - 5
cupula - 1
curar - 2
curar-me - 1
curava - 1
curava-me - 1
curiosa - 3
curiosidade - 7
curioso - 6
curo - 1
current - 1
cursar - 1
curso - 2
curta - 3
curtas - 1
curto - 10
curtos - 1
curvas - 1
curvo - 1
custa - 2
custa-me - 1
custar - 1
custar-lhe - 1
custasse - 1
custava - 1
custava-me - 1
custo - 7
custou - 1
custou-lhe - 1
custou-me - 1
cv - 2
cvi - 2
cvii - 2
cviii - 2
cx - 2
cxi - 2
cxii - 2
cxiii - 2
cxiv - 2
cxix - 2
cxl - 2
cxli - 2
cxlii - 2
cxliii - 2
cxliv - 2
cxlix - 2
cxlv - 2
cxlvi - 2
cxlvii - 2
cxlviii - 2
cxv - 2
cxvi - 2
cxvii - 2
cxviii - 2
cxx - 2
cxxi - 2
cxxii - 2
cxxiii - 2
cxxiv - 2
cxxix - 5
cxxv - 2
cxxvi - 2
cxxvii - 2
cxxviii - 2
cxxx - 2
cxxxi - 2
cxxxii - 2
cxxxiii - 2
cxxxiv - 2
cxxxix - 2
cxxxv - 2
cxxxvi - 2
cxxxvii - 2
cxxxviii - 2
cyclo - 1
cynico - 3
cypreste - 1
cysne - 1
d - 101
da - 657
dá - 14
dada - 3
dadas - 1
dado - 14
dahi - 30
dal-as - 1
dali - 1
dalli - 10
dalmacia - 3
dalmata - 2
dama - 17
damage - 2
damaged - 1
damages - 4
damas - 10
damascena - 1
damasceno - 18
damasco - 3
damião - 5
damnoso - 1
damos - 1
danae - 1
dando - 3
dando-lhe - 1
dansa - 1
dansar - 1
dansára - 1
dão - 3
daquella - 9
daquellas - 1
daquelle - 19
daquelles - 2
daqui - 10
daquillo - 2
dar - 29
dar-lhe - 3
dar-lho - 1
dar-vos-hia - 1
dará - 1
dardo - 1
darem - 1
daria - 3
darias - 1
das - 175
data - 5
datado - 1
date - 3
dava - 18
dava-lhe - 7
dava-me - 7
dava-se - 1
davam - 6
davam-lh - 1
davam-me - 1
days - 4
de - 2142
dê - 1
de-fi-ni-ti-va - 1
dê-me - 1
deante - 13
debaixo - 5
debates - 1
debatia - 1
debil - 1
debilidade - 1
debruçadas - 1
debruçado - 1
debruçara - 1
decadencia - 1
decida - 1
decididamente - 1
decidir - 1
decifra-me - 1
decifração - 2
decifrar - 2
declaração - 6
declarações - 1
declarei - 1
declarou - 2
declarou-me - 1
declinio - 1
declive - 1
declives - 1
decompor - 1
decomposição - 1
decora - 1
decorando - 1
decorar - 1
decorei-lhe - 1
decoro - 1
decoroso - 1
decorreram - 2
decrepita - 2
decretando - 1
decretar-se - 1
decreto - 3
decretos - 1
dedicação - 2
dedicadas - 1
dedicatória - 1
dedico - 1
dedo - 11
dedos - 14
deducção - 2
deductible - 1
deductivamente - 1
deduzir - 1
deduziu - 1
defect - 3
defective - 3
defects - 1
defeito - 5
defeitos - 1
defender - 1
defendi-me - 1
defesos - 1
deficit - 2
definitiva - 5
definitivamente - 2
definitivo - 1
definivel - 1
defuncto - 1
defunta - 1
defunto - 5
defuntos - 2
degrau - 1
degráu - 1
dei - 7
dei-lh - 2
dei-lhe - 2
deita - 1
deital-o - 1
deitar - 2
deitar-me - 1
deitára - 1
deitei - 1
deitei-me - 1
deitou - 3
deitou-a - 1
deixa - 5
deixa-a - 2
deixa-lhe - 1
deixa-me - 2
deixa-se - 1
deixadas - 1
deixado - 1
deixal-a - 2
deixando - 4
deixando-lhe - 1
deixar - 9
deixara - 4
deixara-lhe - 1
deixára-se - 1
deixasse - 6
deixassem - 1
deixastes - 1
deixava - 7
deixava-a - 1
deixava-me - 5
deixava-se - 3
deixavam-me - 1
deixaveis - 1
deixe - 2
deixe-me - 5
deixe-se - 1
deixei - 14
deixei-a - 1
deixei-lhe - 1
deixei-me - 13
deixei-o - 2
deixem-me - 1
deixemos - 3
deixes - 2
deixo - 1
deixo-me - 1
deixo-vos - 1
deixou - 14
deixou-a - 1
deixou-me - 2
deixou-se - 5
deleitava-me - 1
deleitava-se - 1
deleitosa - 2
deletions - 1
delia - 1
deliberadamente - 1
delicada - 3
delicadas - 1
delicadeza - 3
delicado - 3
delicia - 1
delicias - 4
deliciava-se - 1
deliciosa - 4
delicioso - 5
deliciosos - 1
delicto - 1
delirio - 12
della - 26
dellas - 5
delle - 33
delles - 15
dellos - 1
dem - 1
demais - 9
demand - 1
demasia - 1
demasiado - 1
demencia - 1
demente - 1
demonstrações - 2
demonstrar - 1
demonstrei - 1
demonstrei-lhe - 1
demonstrou-me - 1
demora - 2
demorada - 1
demoro - 2
demos - 3
denguices - 1
denominação - 1
dente - 2
dentes - 3
dentesinho - 1
dentro - 30
denuncia - 1
denunciando-lhe - 1
denunciar - 1
denunciasse - 1
denunciava-nos - 1
deparar - 1
deparei - 1
depends - 1
deperini - 1
deploravel - 1
depois - 158
depol-a - 1
depositasse - 1
depoz - 1
depressa - 10
deputado - 10
deputados - 6
dera - 9
deram - 3
deram-m - 1
deram-me - 2
derivative - 3
derivativo - 1
derive - 1
derived - 1
derradeira - 2
derradeiro - 3
derramada - 1
derramado - 1
derramados - 1
derramando - 1
derramar - 2
derramára - 1
derramava-se-lhe - 1
derramei - 1
derreava - 1
derredor - 2
derreou - 1
derribar - 1
derrocou - 1
derrota - 1
derrubar - 1
desabafo - 2
desabotoado - 2
desabotoar - 1
desabotôas - 1
desabotou-se - 1
desabrochavam - 1
desacanhou - 1
desacato - 1
desaccordo - 1
desaffeitar-se - 1
desaffrontado - 1
desaforo - 2
desagradavel - 1
desagrado - 1
desagrilhoado - 1
desamparal-a - 1
desampararam-me - 1
desamparasse - 2
desamparo - 1
desancaram - 1
desancava-o - 1
desandei - 1
desanimal-o - 1
desanimo - 2
desapontada - 1
desapparecia - 1
desarmado - 1
desarmava - 2
desaso - 1
desastradas - 1
desastrado - 1
desastre - 11
desastres - 1
desastrosas - 1
desatal-a - 1
desataviou-se - 1
desatinado - 1
desatino - 6
desatou - 1
desattenção - 1
desattentos - 1
desazára - 1
desbancava - 1
desça - 1
descalçar - 3
descalçaste - 1
descalçou-as - 1
descança - 1
descançar - 2
desce - 1
descem - 4
descende - 1
descendente - 1
descender - 2
descendia - 1
descendiam - 1
descer - 11
desceram - 2
descerem - 1
desces - 1
desceu - 1
desci - 3
descia - 6
desciam - 3
descida - 3
desço - 3
descoberta - 3
descobertas - 1
descoberto - 1
descobre - 2
descobri - 2
descobria - 1
descobrir - 4
descobrir-se - 1
descobrisse - 2
descobriu - 1
descommunalmente - 1
descompassado - 1
descomposta - 1
descompostos - 1
desconcertou - 2
desconfia - 2
desconfiado - 1
desconfiam - 1
desconfiança - 4
desconfiar - 1
desconfiaria - 1
desconfiavam - 1
desconfiei - 1
desconhecida - 1
desconjuntados - 1
desconsolação - 2
desconsolado - 3
descrepito - 1
descreve - 1
descrevel-a - 1
descrevel-o - 1
descrever - 2
descrever-lhe - 1
descreveu - 1
descrevia - 1
described - 1
descripção - 1
descruzava - 1
descuidos - 1
desculpa - 3
desculpar - 1
desculpava-se - 1
desculpe - 1
desculpe-me - 1
desculpou - 1
desculpou-se - 1
desde - 15
desdem - 6
desdenhosa - 1
desdizer-se - 1
desdizia - 1
deseguaes - 1
desegual - 2
deseja - 1
desejar - 2
desejava - 2
desejo - 18
desejos - 2
desejoso - 1
deselegantes - 1
desembainhava - 1
desembarcar - 1
desembargador - 2
desembarque - 1
desembarquei - 1
desencanto - 2
desencantos - 1
desenganada - 1
desenganou-se - 1
desengonça - 1
desenhava-se - 1
desenlace - 1
desenvolva - 1
desenvolver - 1
desenvolveu-a - 1
desenvolvimento - 2
desequilibrava-me - 1
deserta - 1
deserto - 2
desertos - 1
desesperada - 1
desesperadamente - 1
desesperado - 1
desesperança - 1
desesperando - 1
desespero - 8
desesperos - 1
desfallecimentos - 1
desfazer - 2
desfazia - 1
desfeita - 2
desfeito - 1
desferirem - 1
desfez - 1
desfiar - 2
desfilar - 1
desfilavam - 1
desfiz - 1
desfizemol-o - 1
desforço - 1
desforravam - 1
desgarre - 1
desgosto - 2
desgostos - 1
desgraça - 3
desgraçado - 1
desgrenhada - 1
deshabitado - 1
deshonra - 1
designios - 1
designou - 1
desillusão - 1
desinteressado - 1
deslaçasse - 1
deslacei-lhe - 1
deslembrado - 1
deslumbral-a - 1
desmaiadas - 1
desmancha - 1
desmanchara - 1
desmenti-o - 1
desmentia - 1
desmentido - 1
desmentisse - 1
desmentiu - 1
desmontava - 1
desmortifica-os - 1
desnecessario - 1
desoccupadas - 1
desolação - 1
desordem - 2
desorientada - 1
desorientado - 1
desornava - 1
despedi - 3
despedi-me - 1
despedindo-se - 1
despedir - 1
despedir-se - 2
despediu-o - 1
despediu-se - 1
despeitado - 1
despeito - 7
despeitos - 1
despeitosinho - 1
despejado - 1
despejar - 1
despenteal-a - 1
despezas - 2
despido - 1
despil-a - 1
despintar-se - 1
despite - 1
desplumado - 1
despojo - 2
despojos - 1
despontassem - 1
desposal-a - 1
despota - 1
despotismo - 2
despregar-se - 1
desprezado - 1
desprezo - 2
desproposito - 6
dessa - 8
dessas - 8
desse - 10
désse - 3
dessem - 1
desses - 3
desta - 12
destacava - 2
destacou-se - 1
destas - 3
deste - 12
déste - 1
deste-me - 1
destempero - 1
destes - 3
destinado - 3
destinados - 1
destinasse - 1
destino - 8
destituição - 1
destoava - 1
destreza - 1
destro - 2
destroços - 1
destróe - 1
destroy - 2
destruição - 2
destruido - 1
destruil-as - 1
destruil-o - 1
destruir - 1
destruiram-lhe - 1
desvairadamente - 1
desvairado - 1
desvaneceu - 1
desvanecimento - 1
desvão - 2
desvencilhei-me - 1
desvendou - 1
desviar - 1
desviei - 2
desvincula-se - 1
desviou - 2
detach - 1
detel-o - 1
detenha - 1
determine - 1
determinei - 1
determinou - 2
deteve - 1
deteve-me - 1
deteve-se - 1
detida - 1
detivemo-nos - 1
detivera - 1
detivesse - 1
deu - 23
deu-lhe - 1
deu-me - 9
deu-nos - 1
deus - 24
deuses - 2
devagar - 2
devaneio - 1
devassára - 1
devassarem - 1
devassos - 1
devastados - 1
devastara - 1
deve - 10
devedor - 1
devedores - 1
devem - 2
devemos - 1
devendo - 1
dever - 3
devera - 1
deverão - 1
deveras - 6
devéras - 15
deveria - 2
deves - 3
devia - 26
devia-lhe - 1
deviam - 5
devida - 1
devo - 5
devoção - 1
devolvel-o - 1
devolver - 2
devolver-me - 1
devolvera-lhe - 1
devolvia - 1
devora - 1
devorado - 1
devorando - 1
devorar - 1
devoro-te - 1
devotas - 1
dez - 18
dezenove - 1
dezeseis - 4
dezesete - 2
dezoito - 1
di - 1
dia - 94
diabo - 21
diabolica - 1
diabos - 2
diabrete - 2
diabruras - 1
diacho - 3
diadema - 1
dialogo - 8
diamante - 2
diamantes - 4
diana - 1
diante - 10
diaphano - 1
diario - 1
dias - 69
diccionarios - 1
dieta - 1
diferença - 1
differenca - 1
differença - 15
differençava-se - 1
different - 1
differente - 6
differentes - 3
difficil - 10
difficilmente - 1
difficuldades - 1
diffusa - 1
diffuso - 1
diga - 6
diga-lhe - 1
digam - 3
digamos - 1
digas - 1
digere-me - 2
digeria - 1
digna - 5
dignas - 1
dignidade - 6
digno - 7
dignos - 2
digo - 35
digo-lhe - 2
digo-lhes - 2
digo-o - 1
digo-te - 1
digo-vos - 1
dilação - 1
dilatando - 1
diminuia - 1
diminuir - 6
diminuiria - 1
diminuisse - 1
diminuto - 1
dinheiro - 18
dinheiros - 1
diogenes - 1
diploma - 2
diplomatica - 1
dir-lhe-hia - 1
dirá - 1
dirás - 3
direcção - 3
direct - 1
directa - 2
directamente - 1
directly - 1
direi - 16
direita - 7
direitas - 1
direito - 9
direitos - 1
diria - 7
diriam - 1
dirigi - 1
dirigir - 1
discernir - 2
discipulo - 2
disclaim - 1
disclaimer - 3
disclaimers - 1
discontinue - 1
discover - 1
discovered - 1
discreta - 2
discretamente - 1
discreteava - 1
discreto - 2
discrição - 1
discurso - 10
discussão - 1
discutia - 1
discutindo-se - 1
disfarçadamente - 1
disfarçal-o - 1
disfarçar - 2
disfarçava - 1
disk - 1
disparar - 1
disparate - 1
disparei - 1
disparou - 1
dispensar-nos - 1
dispenso-me - 1
dispersão - 2
dispersas - 1
dispersiva - 1
display - 1
displayed - 1
displaying - 4
dispol-as - 1
disposição - 2
disposto - 2
dispunha - 2
disputa - 1
disputai-a - 1
disputal-o - 2
disputam - 1
disputar - 1
dispuz-me - 3
disse - 131
disse-lh - 2
disse-lhe - 17
disse-lhes - 1
disse-m - 3
disse-me - 31
disse-o - 3
dissensões - 1
dissentimento - 2
disser - 5
dissera - 2
dissera-se - 1
disseram - 1
disseram-lhe - 1
disseram-me - 1
dissesse - 4
dissessemos - 1
disseste - 1
dissestes - 1
dissidencia - 1
dissimula - 1
dissimulação - 5
dissimulada - 1
dissimular - 4
dissimulava - 3
dissipações - 1
dissipou - 1
disso - 6
dissolve - 2
dissolve-se - 1
dissuadir-me - 1
distancia - 6
distantes - 1
distincção - 2
distingue - 1
distinguia - 2
distração - 1
distracção - 3
distráe - 1
distrahido - 2
distrahil-o - 1
distraia - 1
distrair-me - 1
distribuia - 1
distribuição - 2
distribuir - 1
distribute - 6
distributed - 4
distributing - 7
distribution - 6
distributor - 1
disturbio - 1
dit - 2
dito - 16
ditos - 1
divergiu - 1
diversa - 1
diversão - 1
diversas - 1
diverso - 1
divertida - 2
divertil-a - 1
divertir - 1
divida - 2
dividamos - 1
dividia - 1
dividiam-se - 1
