---------- LEXICON ----------
copy-holders - 1
copying - 4
copyright - 19
cori - 1
corn - 436
corn-farmer - 1
corn-fields - 1
corn-land - 1
corn-lands - 2
corn-merchant - 1
corn-merchants - 2
corn-provinces - 1
corner - 2
corners - 5
cornwall - 5
corporate - 7
corporation - 31
corporation-spirit - 2
corporations - 13
correct - 3
corrected - 2
correcting - 2
correction - 1
corrects - 2
correspond - 6
corresponded - 2
correspondence - 2
correspondent - 6
correspondents - 11
corresponds - 2
corrupt - 9
corrupted - 11
corruption - 10
corrupts - 4
cortes - 1
corvees - 1
cossacks - 1
cost - 80
costly - 5
costs - 38
cottagers - 2
cottars - 1
cotton - 7
couches - 1
could - 660
council - 22
councils - 8
counsellor - 2
counsellors - 3
count - 1
counted - 1
countenance - 1
counteract - 1
counterbalance - 10
counterbalanced - 2
counterfeit - 1
counterfeits - 2
counties - 15
counting - 1
counting-house - 2
countries - 578
country - 1240
countrymen - 13
county - 5
cour - 1
courage - 7
course - 144
court - 81
court-bankers - 1
courted - 1
courts - 34
cover - 4
covered - 6
covering - 2
covers - 2
coveting - 1
cow - 4
coward - 3
cowardice - 2
craft - 1
crafts - 1
crafty - 1
cramping - 1
cramps - 2
crazy - 2
create - 4
created - 6
creates - 2
creating - 6
creation - 1
creature - 3
credibility - 1
credit - 92
creditable - 7
credited - 2
creditor - 23
creditors - 27
credits - 17
credulity - 1
creep - 1
creoles - 2
crescetur - 1
crew - 2
cries - 1
crime - 7
crimes - 3
criminal - 4
criminals - 1
criterion - 2
criterions - 1
critical - 2
cromwell - 2
crop - 21
cropping - 2
crops - 7
cross - 1
crowd - 2
crowded - 2
crown - 47
crowns - 2
crucible - 1
cruel - 4
cruellest - 1
cruelly - 3
cruelty - 1
cruizing - 1
crumble - 1
crusades - 1
crushes - 1
cruttenden - 1
cruz - 2
cruzadoes - 1
cuba - 3
cubic - 1
cudgel-playing - 1
cultivate - 33
cultivated - 103
cultivates - 5
cultivating - 13
cultivation - 164
cultivator - 1
cultivators - 32
culture - 13
cumbersome - 1
curacies - 1
curacoa - 1
curate - 5
curates - 3
cure - 2
cured - 10
cures - 1
curing - 6
curiosities - 3
curiosity - 6
curious - 5
currants - 1
currencies - 6
currency - 54
current - 36
curse - 1
cursitor - 2
curtain - 1
cushions - 1
custody - 1
custom - 30
custom-house - 18
customary - 2
customer - 4
customers - 31
customs - 83
cut - 5
cutler - 1
cutlers - 1
cuts - 2
cutting - 1
cyder - 6
cylinder - 1
cyprus - 1
d - 76
daedalian - 1
daily - 14
dairies - 2
dairy - 7
dam - 5
dam-head - 4
damage - 4
damaged - 1
damages - 8
damp - 2
dance - 2
dancing - 3
danes - 4
danger - 15
dangerous - 30
dangers - 6
daniel - 1
danish - 1
dantzic - 2
danube - 1
dare - 4
dared - 2
dares - 3
darien - 2
daring - 1
darkness - 1
dastardly - 1
data - 1
date - 15
dated - 1
dates - 2
daughter - 1
daughters - 2
dauphine - 1
davenant - 2
david - 1
dawning - 1
day - 87
day-labourer - 2
day-labourers - 2
day-light - 1
day-wages - 4
daylabourer - 1
days - 54
dazzling - 3
de - 21
dead - 19
deal - 143
dealer - 28
dealers - 56
dealing - 5
dealings - 17
deals - 16
dealt - 5
deans - 1
dear - 50
dearer - 81
dearest - 3
dearly - 3
dearness - 16
dearth - 17
dearths - 2
death - 12
debased - 3
debasement - 1
debates - 1
debauched - 1
debentures - 1
debilitate - 1
debilitated - 1
debt - 111
debtor - 20
debtors - 13
debts - 55
decay - 15
decayed - 3
decaying - 11
decays - 2
deceive - 2
deceived - 2
december - 7
decency - 3
decent - 10
decently - 1
deception - 1
decide - 5
decided - 5
decides - 2
deciding - 1
decision - 7
decisions - 2
decisive - 10
decked - 3
decker - 5
declamation - 1
declaration - 2
declare - 6
declared - 18
declares - 2
declaring - 2
declension - 24
decline - 4
declined - 6
declines - 1
declining - 22
decoy - 1
decrease - 2
decreased - 1
decrees - 3
dedicate - 2
deducible - 1
deduct - 4
deducted - 7
deductible - 1
deducting - 14
deduction - 9
deductions - 7
deed - 6
deeds - 7
deemed - 1
deep - 1
deeper - 2
deeply - 5
deer - 5
defaced - 5
defalcation - 1
defames - 1
default - 1
defeat - 1
defeated - 3
defect - 8
defective - 6
defects - 3
defence - 66
defenceless - 5
defend - 23
defendant - 2
defended - 7
defending - 21
defensive - 4
defiance - 1
deficiencies - 5
deficiency - 14
deformed - 2
deformity - 1
defraud - 2
defrauded - 2
defrauding - 1
defray - 13
defrayed - 26
defraying - 31
defrays - 3
degeneracy - 1
degenerate - 1
degenerated - 5
degradation - 23
degrade - 8
degraded - 16
degrading - 2
degree - 148
degrees - 23
deign - 1
deinceps - 1
deity - 3
delay - 6
delayed - 1
delays - 2
delegate - 2
deletions - 1
deliberate - 5
deliberated - 1
deliberates - 3
deliberation - 3
deliberations - 4
delicacy - 1
delicate - 3
delightful - 1
delights - 2
deliver - 7
deliverance - 2
delivered - 16
delivering - 1
delivers - 3
delivery - 2
delphi - 1
delusion - 1
delusions - 5
demand - 270
demanded - 12
demanders - 2
demanding - 2
demands - 33
demesne - 1
demesnes - 4
democracies - 2
democracy - 1
democratical - 2
democritus - 3
demonstrate - 15
demonstrated - 4
demonstrates - 9
demonstrations - 1
demonstrative - 1
denarii - 2
denarios - 1
denier - 1
deniers - 3
denisart - 1
denmark - 10
denominate - 1
denomination - 28
denominations - 2
denote - 3
denotes - 2
denoting - 2
depart - 1
departing - 1
department - 2
departments - 2
departure - 1
depend - 41
dependant - 2
dependants - 4
depended - 12
dependence - 1
dependencies - 2
dependency - 14
dependent - 15
dependents - 4
depending - 5
depends - 51
depenses - 3
depopulated - 2
depopulation - 1
deposed - 1
deposit - 9
deposited - 9
deposits - 12
depreciated - 1
depredation - 1
depredations - 4
depress - 7
depressed - 1
depresses - 1
depressing - 1
depression - 4
deprivation - 1
deprive - 4
deprived - 6
depriving - 2
depth - 2
depths - 2
deputies - 2
deputy - 2
derange - 4
deranged - 1
derangement - 2
dercyllidas - 1
deride - 1
derision - 2
derivative - 4
derive - 48
derived - 59
derives - 37
deriving - 2
des - 4
descend - 2
descendant - 1
descendants - 3
descended - 4
descent - 2
described - 10
describes - 1
description - 1
desert - 10
deserted - 3
deserts - 1
deserve - 17
deserves - 10
deserving - 1
design - 2
designation - 1
designs - 2
desire - 16
desired - 1
desires - 1
desirous - 2
despair - 1
despatches - 1
desperate - 2
despise - 5
despised - 3
despises - 1
despite - 1
desponding - 1
despotic - 1
despotical - 3
despotism - 2
destination - 3
destined - 73
destines - 4
destroy - 12
destroyed - 12
destroying - 4
destroys - 3
destruction - 7
destructive - 13
detach - 2
detached - 1
detachment - 2
detachments - 2
detail - 4
detain - 3
detaining - 2
detected - 1
deter - 1
determine - 23
determined - 20
determines - 9
determining - 3
detestable - 1
detestation - 2
detraction - 1
devastation - 1
deviates - 1
deviations - 2
device - 1
devise - 2
devised - 1
devolved - 2
devoted - 1
devotion - 7
devoured - 2
devours - 1
dexterity - 32
dial-plates - 1
diamond - 5
diamonds - 2
dice - 1
dictate - 1
dictated - 5
dictates - 2
dictionnaire - 1
did - 98
didactron - 1
die - 5
died - 3
dies - 2
diet - 2
differ - 1
difference - 101
differences - 4
different - 856
differently - 3
differs - 1
difficult - 77
difficulties - 6
difficulty - 42
diffidence - 1
diffuses - 1
dig - 1
digested - 1
digging - 2
dignified - 1
dignitaries - 2
dignities - 1
dignity - 14
digression - 6
diligence - 24
diligent - 8
dimensions - 1
diminish - 80
diminished - 52
diminishes - 30
diminishing - 27
diminuetur - 1
diminution - 55
dine - 1
dining-room - 1
dinner - 3
diocese - 6
dioclesian - 1
diogenes - 1
diomede - 1
dion - 1
dionysius - 2
diplomata - 2
direct - 65
directed - 25
directing - 2
direction - 38
directly - 52
director - 1
directors - 30
directs - 2
dirtiness - 4
dirty - 2
disabled - 2
disables - 1
disadvantage - 8
disadvantageous - 22
disadvantages - 14
disagreeable - 6
disagreeableness - 8
disagreeably - 2
disappointed - 4
disappointment - 1
disapprobation - 2
disaster - 1
disasters - 1
disband - 1
disbanding - 1
disburden - 1
disburdened - 1
disburdens - 2
discern - 1
discharge - 19
discharged - 7
discharges - 2
disciples - 2
discipline - 21
disciplined - 5
disciplining - 1
disclaim - 1
disclaimer - 3
disclaimers - 1
discontent - 1
discontinue - 2
discord - 2
discount - 9
discounted - 8
discountenancing - 1
discounting - 15
discounts - 3
discourage - 37
discouraged - 15
discouragement - 20
discouragements - 3
discourages - 13
discouraging - 7
discourse - 3
discourses - 1
discover - 7
discovered - 25
discoveries - 9
discovering - 1
discovers - 2
discovery - 56
discredit - 8
discreditable - 1
discretion - 12
discretionary - 4
discussion - 3
disdain - 3
disdained - 1
disdains - 1
disease - 3
diseases - 2
disengaged - 1
disfranchised - 1
disgorges - 2
disgrace - 6
disgraced - 1
disgraceful - 2
disguised - 2
disgust - 2
disgusted - 2
disheartened - 2
disheartening - 1
dishonour - 1
dishonourable - 1
dishonourableness - 1
disincumbrance - 1
disk - 1
dismal - 1
dismembered - 1
dismemberment - 1
dismiss - 2
dismissed - 3
dismissing - 1
disobligation - 1
disobliged - 1
disorder - 21
disorderly - 16
disorders - 15
dispassionate - 1
dispatch - 1
dispensation - 1
dispensed - 1
dispenses - 2
dispersed - 10
displace - 1
display - 2
displayed - 1
displaying - 4
displeasure - 2
disposal - 17
dispose - 34
disposed - 52
disposes - 9
disposing - 2
disposition - 19
dispositions - 2
dispossession - 1
disproportion - 3
disproportioned - 2
disputable - 2
dispute - 12
disputed - 3
disputes - 8
disputing - 1
disqualified - 1
disqualify - 1
disqualifying - 1
disregarded - 1
dissatisfied - 1
dissensions - 2
dissenters - 3
dissenting - 1
dissimilar - 3
dissipate - 2
dissipated - 6
dissipates - 1
dissipation - 7
dissolute - 3
dissolution - 5
dissolve - 1
dissolved - 7
dissolvents - 1
dissuading - 1
distance - 63
distant - 115
distil - 2
distilled - 2
distillery - 4
distinct - 39
distinction - 28
distinctions - 6
distinctly - 11
distinctness - 3
distinguish - 9
distinguished - 19
distinguishes - 1
distinguishing - 2
distract - 1
distraction - 2
distress - 32
distressed - 1
distresses - 1
distribute - 11
distributed - 36
distributers - 1
distributing - 10
distribution - 31
distributions - 2
distributor - 1
district - 28
districts - 13
distrust - 2
disturb - 7
disturbance - 4
disturbances - 10
disturbed - 8
disturbers - 1
disturbing - 2
disuse - 6
disused - 1
ditcher - 1
ditto - 1
divers - 1
diversion - 2
diversions - 4
diversity - 1
divert - 4
diverted - 5
divide - 18
divided - 71
dividend - 17
divides - 9
dividing - 5
divine - 2
divines - 1
divinity - 1
division - 65
divisions - 5
dly - 2
do - 270
dobbs - 2
docility - 1
doctor - 9
doctors - 1
doctrine - 20
doctrines - 18
does - 246
dog - 7
doge - 1
dogs - 3
doing - 16
doleful - 1
dollars - 3
domain - 3
domaine - 1
domestic - 52
domineer - 1
domineers - 1
domingo - 11
dominic - 1
dominica - 1
dominion - 20
dominions - 32
donate - 3
donation - 1
donations - 17
done - 114
donor - 1
donors - 2
doomsday-book - 2
door-keeper - 1
doors - 3
dorado - 2
dorians - 1
dotage - 1
doth - 1
double - 43
doubled - 4
doubling - 1
doubt - 102
doubted - 10
doubtful - 17
douglas - 3
dowager - 1
dower - 1
down - 61
down-fall - 1
downloading - 1
downright - 1
dozen - 3
dr - 7
draco - 1
drag - 1
drained - 3
draining - 5
drains - 3
dramatic - 2
drank - 2
draper - 1
drapers - 1
draught - 4
draughts - 1
draw - 54
drawback - 12
drawbacks - 32
drawer - 2
drawers - 1
drawing - 23
drawn - 83
draws - 14
dread - 3
dreadful - 7
dream - 2
dreams - 1
dress - 21
dressed - 1
dresser - 2
dressers - 2
dresses - 2
dressing - 1
drew - 6
dried - 2
drill - 1
drink - 4
drinks - 1
drive - 4
driven - 8
drives - 1
driving - 1
droites - 1
droits - 15
drop - 3
drought - 5
drove - 3
drowned - 1
drowsy - 1
drug - 2
drugs - 10
drummond - 1
drums - 1
drunk - 3
drunkard - 1
drunken - 1
drunkenness - 5
dry - 6
du - 4
ducat - 1
ducatoons - 4
ducats - 2
duchies - 1
duchy - 5
due - 57
dug - 1
duke - 7
dukes - 1
dull - 1
duly - 2
dumfries - 3
dunfermline - 1
dung - 1
dunghill - 1
dunkirk - 1
dupleix - 1
dupré - 5
durable - 14
durableness - 1
durably - 1
duration - 12
during - 214
durst - 1
dust - 2
dutch - 53
dutchy - 1
duties - 276
duty - 162
duty-free - 7
dwell - 2
dwelling - 1
dwelling-house - 4
dwelling-houses - 4
dwelt - 3
dwindled - 1
dwindles - 1
dye - 4
dyed - 3
dyeing - 5
dyer - 3
dyers - 5
e - 23
e-mail - 1
each - 232
eager - 11
eagerly - 1
eagerness - 3
earl - 3
earlier - 6
earliest - 4
earls - 1
early - 15
earn - 27
earned - 4
earnest - 1
earnestly - 1
earnings - 8
earns - 4
earth - 16
earthen - 1
earthquake - 1
ease - 16
easier - 15
easiest - 4
easily - 113
easiness - 5
east - 114
east-india - 5
eastern - 4
eastland - 2
easy - 55
eat - 11
eats - 3
ebook - 13
ebooks - 7
ecclesiastic - 1
ecclesiastical - 18
ecclesiastics - 5
eclipses - 1
economical - 4
economist - 1
economists - 2
economy - 33
ed - 1
edge - 1
edges - 1
edict - 3
edicts - 1
edinburgh - 34
edition - 4
editions - 6
educate - 2
educated - 13
education - 81
educational - 1
edward - 24
effaced - 1
effect - 135
effected - 2
effects - 87
effectual - 67
effectually - 29
effectuate - 2
effectuated - 3
effectuating - 1
effectuation - 1
effeminate - 2
efficacy - 8
effort - 12
efforts - 8
egypt - 21
egyptian - 1
egyptians - 6
ehglish - 1
eight - 81
eight-and-forty - 2
eight-and-twenty - 6
eight-pence - 3
eighteen - 23
eighteen-penny - 1
eighth - 3
eightpence - 23
eighty - 9
eighty-five - 1
eighty-four - 1
eighty-nine - 1
eighty-two - 4
ein - 1
either - 740
ejectment - 3
el - 2
elapsed - 1
elbeuf - 1
elder - 2
eldest - 3
elea - 1
elect - 5
elected - 6
electing - 6
election - 10
elections - 9
elector - 1
electronic - 27
electronically - 2
elects - 1
elegance - 2
elegancies - 1
elegant - 1
elementary - 1
elements - 1
elephants - 1
elevation - 2
eleven - 17
elevenpence - 1
eleventh - 1
elizabeth - 20
eloquence - 2
eloquent - 1
else - 33
elsewhere - 1
email - 2
emancipate - 1
emancipated - 5
emancipation - 1
embarrass - 2
embarrassed - 1
embarrasses - 1
embarrassing - 2
embarrassment - 4
embassies - 1
embassy - 1
embellish - 1
embellishes - 2
embezzlement - 2
embezzling - 1
embrace - 2
embraced - 2
embroideries - 1
embroidery - 1
emergencies - 6
emergency - 1
emerges - 1
emigration - 1
eminence - 2
eminent - 20
emission - 3
emissions - 1
emitted - 2
emoluments - 18
emotion - 1
emperor - 5
emperors - 3
empire - 114
empires - 11
employ - 152
employed - 459
employee - 1
employees - 1
employer - 19
employers - 21
employing - 41
employment - 234
employments - 114
employs - 60
emporium - 4
empowered - 2
empowering - 1
empress - 2
emptied - 5
empty - 5
emulation - 9
en - 3
enable - 63
enabled - 52
enables - 28
enabling - 9
enact - 6
enacted - 47
enacting - 2
encamped - 1
encounter - 3
encountered - 1
encountering - 1
encourage - 49
encouraged - 25
encouragement - 73
encouragements - 13
encourages - 23
encouraging - 15
encroach - 4
encroaches - 4
encroaching - 5
encroachment - 4
encroachments - 2
encumbered - 1
encumbers - 2
end - 107
endanger - 2
endangered - 2
endeavour - 60
endeavoured - 44
endeavouring - 8
endeavours - 35
ended - 4
ending - 1
endless - 3
endowed - 8
endowment - 1
endowments - 3
ends - 5
endure - 2
endured - 2
endures - 2
enemies - 17
enemy - 7
enfeebled - 4
enforce - 4
enforced - 2
enforces - 1
enforcing - 2
enfranchised - 1
engage - 5
engaged - 14
engagements - 3
engaging - 1
engine - 3
engineer - 1
engines - 7
england - 403
english - 135
engross - 5
engrossed - 11
engrosser - 1
engrossers - 3
engrossing - 10
enhance - 3
enhanced - 10
enhancement - 15
enhancements - 3
enhances - 1
enhancing - 1
enjoin - 1
enjoined - 1
enjoy - 49
enjoyed - 24
enjoying - 3
enjoyment - 14
enjoyments - 16
enjoys - 17
enlarge - 4
enlarged - 6
enlargement - 1
enlist - 2
enlists - 1
enormities - 1
enormous - 15
enough - 49
enquire - 1
enquired - 1
enraged - 1
enregister - 1
enrich - 9
enriched - 7
enriches - 1
enriching - 4
ensuing - 3
ensuring - 1
entail - 2
entailed - 1
entails - 7
enter - 23
entered - 14
entering - 8
enterprise - 2
enterprizes - 1
enterprizing - 2
enters - 4
entertain - 1
entertained - 5
entertaining - 1
entertainment - 1
enthusiasm - 5
enthusiast - 1
enthusiastic - 1
enthusiasts - 3
entice - 3
enticed - 1
enticing - 2
entire - 16
entirely - 83
entitle - 5
entitled - 9
entitles - 2
entitling - 2
entity - 3
entrance - 1
entreat - 1
entrepot - 2
entrepots - 1
entrust - 1
entrusted - 13
entry - 5
enumerated - 16
enumerates - 1
enumeration - 4
envied - 2
envoy - 1
envy - 8
eo - 1
ephesus - 1
ephron - 1
epices - 2
epictetus - 1
epicurus - 1
episcopal - 2
equal - 334
equality - 27
equalled - 3
equally - 125
equals - 6
equilibrium - 1
equipage - 10
equipment - 3
equipments - 1
equitable - 14
equity - 2
equivalent - 31
equivalents - 3
erect - 8
erected - 11
erecting - 5
erection - 7
erects - 2
error - 3
errors - 5
esau - 1
escape - 2
escaped - 1
escapes - 1
especially - 13
esquires - 1
essay - 4
essays - 1
essence - 2
essential - 23
essentially - 7
establish - 41
established - 196
establishes - 11
establishing - 23
establishment - 82
establishments - 10
estate - 51
estates - 36
esteem - 6
esteemed - 7
estimate - 7
estimated - 25
estimation - 12
estimations - 2
et - 5
etc - 87
eternal - 1
ether - 2
ethics - 2
etienne - 1
eton - 4
eulogy - 2
europe - 407
european - 112
europeans - 12
eustatia - 1
euxine - 3
evade - 5
evaded - 2
evading - 5
evasions - 2
even - 520
evening - 1
event - 18
events - 22
ever - 231
every - 823
everybody - 6
everyman - 2
everyone - 1
everything - 3
everywhere - 77
evidence - 10
evident - 45
evidently - 62
evil - 10
exact - 22
exacted - 4
exacting - 2
exaction - 2
exactions - 1
exactly - 63
exactness - 17
exacts - 2
exaggerate - 1
exaggerated - 6
exaggeration - 2
exaggerations - 1
exaltation - 1
examen - 1
examination - 20
examine - 18
examined - 4
examines - 2
examining - 7
example - 153
examples - 6
exasperating - 1
exceed - 74
exceeded - 22
exceeding - 7
exceeds - 22
excel - 4
excelled - 2
excellence - 1
excellency - 1
excellent - 7
excels - 1
except - 93
excepted - 13
excepting - 1
exception - 7
exceptions - 6
excess - 21
excesses - 3
excessive - 21
excessively - 3
exchange - 183
exchangeable - 27
exchanged - 53
exchanges - 21
exchanging - 13
exchequer - 18
excise - 62
exciseable - 1
excises - 3
excite - 9
excited - 6
excites - 3
exciting - 2
exclude - 6
excluded - 19
excludes - 1
excluding - 4
exclusion - 8
exclusive - 87
exclusively - 1
excommunicated - 1
excommunication - 1
excused - 1
excuses - 1
execration - 1
execute - 10
executed - 14
executes - 3
executing - 7
execution - 18
executioner - 1
executive - 22
executor - 1
exemplary - 1
exempt - 6
exempted - 22
exempting - 2
exemption - 12
exemptions - 6
exercise - 46
exercised - 38
exercises - 38
exercising - 11
exert - 8
exerted - 5
exerting - 3
exertion - 11
exertions - 4
exerts - 1
exhaust - 1
exhausted - 14
exhibitions - 3
exhortation - 1
exigencies - 15
exigency - 9
exigible - 4
exist - 6
existed - 6
existence - 14
existing - 1
exists - 2
exorbitant - 20
expect - 40
expectation - 5
expectations - 4
expected - 62
expecting - 1
expects - 13
expedient - 29
expedients - 17
expedition - 4
expeditious - 1
expel - 2
expelled - 3
expend - 1
expended - 3
expending - 1
expenditure - 2
expense - 562
expenses - 63
expensive - 71
experience - 51
experienced - 3
experiment - 5
experimental - 1
experiments - 2
expert - 3
expertness - 1
expilly - 1
expiration - 11
expire - 6
expired - 5
expiring - 1
explain - 32
explained - 14
explaining - 2
explanation - 3
explication - 3
exploded - 2
exploit - 3
exploits - 2
export - 20
exportation - 258
exported - 89
exporter - 5
exporters - 3
exporting - 23
exports - 15
expose - 10
exposed - 30
exposes - 2
exposing - 6
express - 17
expressed - 13
expresses - 2
expressing - 2
expression - 8
expressions - 1
expressly - 7
expulsion - 2
extend - 29
extended - 41
extending - 13
extends - 13
extension - 28
extensive - 83
extent - 98
exterior - 1
extinguish - 3
extinguished - 3
extirpated - 3
extirpating - 1
extolled - 1
extort - 1
extorted - 3
extorting - 2
extortion - 3
extra - 1
extraction - 3
extracts - 1
extraneous - 6
extraordinaries - 1
extraordinary - 129
extravagance - 23
extravagant - 17
extravagantly - 1
extreme - 8
extremely - 45
extremities - 1
extremity - 1
extricate - 1
eye - 6
eyes - 10
f - 11
fables - 1
fabric - 3
fabrication - 1
fabulous - 1
face - 4
facilitate - 22
facilitated - 3
facilitates - 5
facilitating - 10
facility - 9
fact - 13
faction - 11
factions - 6
factious - 3
factor - 1
factors - 10
factory - 1
facts - 3
faculties - 2
faculty - 1
fail - 14
failed - 8
fails - 8
failure - 5
fair - 19
fairly - 8
fairs - 1
faith - 11
faithful - 7
faithfully - 1
fall - 173
fallacious - 2
fallacy - 1
fallen - 37
falling - 6
fallow - 1
falls - 39
false - 6
falsehood - 3
falsely - 2
familiar - 6
families - 46
family - 83
famine - 17
famines - 2
famous - 21
fanatical - 5
fanaticism - 2
fanatics - 2
fancied - 4
fancies - 4
fancy - 8
fancying - 1
fanning - 1
fantastical - 1
far - 220
fare - 2
farm - 49
farm-houses - 2
farm-rent - 2
farm-yard - 1
farmed - 1
farmer - 139
farmers - 68
farmers-general - 4
farmhouses - 1
farming - 11
farms - 6
farther - 11
farthest - 1
farthing - 7
farthings - 1
fashion - 26
fashionable - 5
fashionableness - 1
fashioning - 1
fast - 32
faster - 16
fastest - 3
fat - 2
fatal - 7
fate - 4
father - 15
fathers - 2
fathom - 1
fatigues - 4
fattened - 1
fattening - 7
fault - 6
faulty - 4
favour - 64
favourable - 35
favourably - 4
favoured - 19
favouring - 3
favourite - 9
favours - 9
fawning - 1
fawns - 1
fear - 21
feared - 2
fearing - 1
fears - 6
feast - 3
february - 1
fed - 23
federal - 2
fee - 14
feeble - 4
feed - 18
feeding - 25
feeds - 6
feel - 18
feeling - 3
feels - 7
fees - 25
feet - 4
fell - 14
feller - 1
fellow - 5
fellow-citizens - 8
fellow-subjects - 4
fellows - 1
fellowship - 2
felon - 2
felons - 1
felony - 4
felt - 12
female - 2
fence - 3
fences - 1
fencing - 2
ferdinand - 1
fermented - 6
fertile - 49
fertility - 41
fervour - 2
festival - 1
festivity - 1
fetch - 1
fetchers - 1
fetching - 1
fetters - 1
feudal - 25
few - 161
fewer - 4
fewest - 1
fiars - 4
fictions - 1
fictitious - 5
fidei - 1
fidelity - 5
fiefs - 1
field - 50
fields - 8
fifes - 1
fifteen - 34
fifteenth - 16
fifteenths - 1
fifth - 39
fifthly - 4
fiftieth - 4
fifty - 46
fifty-eight - 1
fifty-five - 1
fifty-six - 1
fifty-three - 1
fight - 3
figure - 2
figures - 1
file - 1
files - 1
filial - 1
fill - 7
filled - 17
fillets - 1
filling - 1
fills - 1
filth - 1
final - 32
finally - 37
finances - 10
financial - 1
find - 166
finder - 1
finding - 17
finds - 20
fine - 66
fined - 2
fineness - 14
finer - 11
finery - 3
fines - 2
finest - 7
finished - 16
finisterre - 5
fins - 1
fire - 12
fire-arms - 6
firearms - 1
fired - 1
fires - 1
firma - 4
firmly - 1
first - 441
first-mentioned - 1
fish - 19
fish-curers - 2
fish-pond - 1
fisheries - 14
fisherman - 1
fishermen - 1
fishers - 3
fishery - 20
fishes - 3
fishing - 9
fishing-boats - 1
fit - 48
fitness - 2
fits - 1
fitted - 11
fitter - 2
fittest - 3
fitting - 2
five - 187
five-and - 2
five-and-forty - 1
five-and-twenty - 18
five-pence - 1
five-tenths - 1
fivepence - 7
fix - 6
fixation - 2
fixed - 54
fixes - 3
fixing - 1
flanders - 12
flatter - 6
flattered - 4
flattering - 1
flattery - 2
flavour - 2
flax - 19
flax-dresser - 1
flax-dressers - 1
flax-growers - 1
flaxdressers - 1
fled - 1
fleece - 7
fleeces - 3
fleet - 6
fleets - 8
fleetwood - 8
flesh - 2
flock - 3
flocks - 8
flood-gates - 1
floor - 3
florence - 2
florida - 1
florins - 3
flota - 1
flour - 4
flourish - 9
flourished - 4
flourishing - 6
flow - 3
flowed - 1
flowers - 1
flowing - 1
flowings - 1
flows - 2
fluctuate - 5
fluctuating - 2
fluctuations - 11
fly - 1
follow - 31
followed - 17
followers - 8
following - 47
follows - 5
folly - 21
foncieres - 1
fond - 4
fondest - 1
fontainbleau - 1
food - 112
fool - 1
foolish - 7
fools - 1
foot - 6
footing - 9
footman - 1
footmen - 1
for - 3001
forage - 3
forbearance - 1
forbid - 2
force - 71
forced - 36
forces - 5
forcible - 1
forcibly - 1
forcing - 6
forefathers - 2
forego - 1
foregoing - 20
foreign - 486
foreigner - 3
foreigners - 15
forerunner - 2
foresaw - 4
foresee - 8
foreseen - 2
foresees - 7
foresight - 4
forest - 4
forestalled - 1
forestallers - 3
forestalling - 2
forests - 1
foretold - 1
forfeit - 6
forfeited - 2
forfeiting - 8
forfeits - 5
forfeiture - 7
forfeitures - 4
forge - 3
forger - 1
forges - 1
forget - 3
forgets - 1
forging - 1
forgot - 1
foris-familiated - 1
forks - 1
form - 42
formalities - 1
format - 4
formats - 1
formed - 18
former - 150
formerly - 7
formidable - 10
forming - 3
forms - 9
formularies - 4
fort - 1
forth - 11
fortieth - 2
fortification - 1
fortified - 3
fortify - 2
fortitude - 1
fortresses - 1
forts - 21
fortunate - 5
fortunately - 2
fortune - 109
fortunes - 26
forty - 47
forty-eight - 5
forty-five - 2
forty-four - 9
forty-one - 2
forty-seven - 1
forty-seventh - 1
forty-six - 2
fortyeight - 1
forward - 7
forwards - 2
fossils - 3
fought - 1
foul - 1
found - 143
foundation - 42
foundations - 3
founded - 27
founder - 2
founders - 3
foundling - 1
four - 191
four-and-twenty - 5
four-fifths - 4
four-tenths - 1
fourpence - 13
fourteen - 31
fourteen-pence - 2
fourteenth - 12
fourth - 56
fourthly - 17
fourths - 2
fowl - 1
fowls - 1
fraction - 2
frame - 1
framed - 1
frames - 3
france - 234
francis - 1
frankness - 2
franks - 1
fraud - 5
frauds - 10
fraudulent - 3
fraudulently - 1
frederic - 1
frederick - 1
free - 168
free-stone - 2
freebooters - 2
freed - 3
freedman - 1
freedom - 45
freehold - 2
freeholds - 3
freely - 5
freeman - 6
freemen - 12
freer - 2
freest - 7
freight - 12
french - 111
frenzies - 1
frenzy - 1
frequency - 10
frequent - 26
frequented - 2
frequenting - 1
frequently - 377
fresh - 12
frezier - 3
friars - 1
friend - 1
friends - 9
friendship - 7
frighten - 1
frivolous - 9
from - 1984
front - 6
frontier - 2
frontiers - 3
frost - 1
frozen - 1
frugal - 17
frugality - 21
fruit - 5
fruit-tree - 1
fruit-wall - 1
fruitful - 2
fruitless - 2
fruits - 8
fuel - 7
fulfil - 3
full - 58
fuller - 7
fullest - 1
fulling-mill - 1
fully - 53
function - 10
functions - 1
fund - 116
fundamental - 4
funded - 8
funding - 17
funds - 60
funerals - 1
furious - 2
furnace - 4
furnaces - 2
furnish - 18
furnished - 15
furnishes - 10
furnishing - 3
furniture - 40
furs - 1
further - 72
furthest - 2
fury - 1
fusion - 1
fustick - 1
futile - 1
futility - 1
future - 21
futurity - 1
gabelle - 2
gabelles - 1
gaiety - 3
gain - 80
gained - 27
gainer - 3
gainers - 2
gaining - 7
gains - 22
gallant - 1
galleys - 1
gallican - 1
galling - 1
gallon - 4
gallows - 1
game - 7
games - 1
gamo - 2
ganges - 4
garb - 2
garbage - 1
garden - 13
