---------- LEXICON ----------
curtius - 1
cushions - 3
cusi - 1
custodiam - 1
custody - 8
custom - 51
customs - 4
cut - 258
cutha - 1
cuthites - 1
cuts - 1
cutteth - 5
cutting - 9
cuttings - 1
cyaxares - 1
cymbal - 2
cymbals - 19
cypress - 5
cyprian - 3
cyprians - 1
cyprus - 10
cyrene - 11
cyrenian - 1
cyrenians - 1
cyrinus - 1
cyrus - 31
d - 6
daas - 1
dabereth - 3
dabir - 11
dabri - 1
dadan - 6
dagger - 3
dagon - 16
daily - 51
dainties - 1
dainty - 1
dalaia - 3
dalaias - 2
dalaiau - 1
daleth - 7
dalila - 9
dalmanutha - 1
dalmatia - 1
dam - 6
damage - 11
damaged - 1
damages - 4
damaris - 1
damascenes - 1
damascus - 68
damna - 1
damnation - 6
damned - 4
damsel - 23
damsels - 3
dan - 81
dance - 5
danced - 5
dancer - 1
dances - 7
dancing - 8
danger - 56
dangerous - 7
dangers - 9
daniel - 149
danna - 1
daphca - 2
daphne - 1
daphnis - 1
dara - 1
darcon - 1
dare - 16
dared - 1
darest - 1
darius - 33
dark - 52
darkened - 19
darkeneth - 1
darkish - 1
darkness - 166
darksome - 7
dart - 2
darts - 9
dash - 9
dashed - 9
dashest - 1
dasheth - 1
dashing - 1
data - 1
date - 7
dathan - 11
datheman - 1
daub - 3
daubed - 5
daubing - 1
daughter - 351
daughter-in-law - 15
daughters - 256
daughters-in-law - 2
david - 1225
dawn - 2
dawning - 5
daws - 1
day - 2017
daylight - 2
days - 1085
daytime - 3
de - 7
deacon - 1
deacons - 5
dead - 437
deadly - 4
deaf - 18
deal - 37
dealer - 1
dealest - 1
dealeth - 5
dealing - 9
dealings - 7
deals - 1
dealt - 25
dear - 17
dearest - 11
dearly - 27
death - 661
deaths - 3
debara - 1
debased - 2
debate - 2
debated - 1
debates - 1
debauchery - 1
debbaseth - 1
debbora - 10
debelaim - 1
deblatha - 1
deblathaim - 1
debora - 1
debt - 11
debtor - 5
debtors - 7
debts - 3
decanted - 1
decapolis - 3
decay - 3
decayed - 3
decayeth - 1
decaying - 3
decease - 4
deceased - 6
deceit - 38
deceitful - 53
deceitfully - 28
deceitfulness - 6
deceits - 9
deceive - 48
deceived - 68
deceivers - 2
deceives - 1
deceiveth - 11
deceiving - 6
december - 1
decency - 1
decent - 2
decently - 1
decet - 1
decide - 2
decided - 3
deciding - 1
decision - 1
decisions - 1
deck - 1
decked - 8
deckest - 1
decla - 2
declaration - 5
declarations - 1
declare - 116
declared - 54
declares - 22
declareth - 8
declaring - 9
decline - 16
declined - 9
declineth - 3
declining - 2
decoyed - 1
decrease - 3
decreaseth - 1
decreasing - 1
decree - 36
decreed - 19
decreeing - 1
decrees - 3
decrepit - 1
decrying - 1
dedan - 6
dedanim - 1
dedicate - 4
dedicated - 26
dedication - 26
deductible - 1
deed - 26
deeds - 38
deemed - 2
deems - 1
deep - 86
deeper - 3
deepest - 3
deeply - 4
deepness - 1
deeps - 2
defaced - 1
defamed - 1
defeat - 4
defeated - 48
defeateth - 5
defect - 5
defective - 5
defects - 2
defence - 20
defend - 16
defended - 8
defender - 5
defenders - 1
defending - 3
defends - 2
defer - 5
deferred - 3
deferreth - 1
deferring - 1
defied - 4
defile - 47
defiled - 132
defilement - 1
defileth - 5
defiling - 2
defined - 1
deflour - 1
defloured - 2
deflowering - 1
defraud - 7
defrauded - 3
defraudeth - 2
defrauding - 1
defy - 2
degeneracy - 1
degree - 8
degrees - 12
dei - 2
deities - 1
deity - 1
dejoces - 1
delaia - 1
delay - 20
delayed - 2
delayeth - 1
delean - 1
deletions - 1
deliberate - 1
deliberation - 1
delicacies - 4
delicate - 11
delicately - 3
delicateness - 1
delicious - 4
deliciousness - 1
delight - 25
delighted - 26
delighteth - 4
delightful - 11
delighting - 1
delights - 17
deliver - 378
deliverance - 24
delivered - 440
deliveredst - 3
deliverer - 7
deliverest - 4
delivereth - 8
delivering - 14
delivers - 3
delivery - 10
delphon - 1
delude - 1
deluded - 2
deluge - 5
delus - 1
delusion - 1
delusions - 3
demand - 11
demanded - 5
demandest - 3
demandeth - 1
demanding - 2
demas - 3
demerits - 1
demetrius - 62
demolished - 6
demons - 4
demonstrated - 2
demonstrates - 1
demonstration - 1
demophon - 1
den - 36
denaba - 2
denial - 3
denials - 1
denied - 22
deniest - 1
denieth - 3
denominations - 1
denote - 2
denotes - 1
denoting - 2
denounce - 3
denounced - 3
denounces - 5
denounceth - 2
denouncing - 2
dens - 11
denunciations - 1
deny - 36
denying - 11
deo - 4
deorum - 1
depart - 157
departed - 177
departeth - 6
departing - 53
departs - 1
departure - 5
depend - 3
dependencies - 1
dependeth - 2
depending - 1
depends - 1
deplorable - 1
depose - 1
deposed - 5
deposeth - 1
deposited - 5
depraved - 2
deprivation - 1
deprive - 2
deprived - 14
depriving - 2
depth - 22
depths - 19
deputed - 2
deputies - 3
deputy - 1
derbe - 5
dercon - 1
deride - 1
derided - 3
derideth - 1
deriding - 1
derision - 11
derivative - 3
derive - 1
derived - 4
derogated - 1
descend - 10
descendant - 2
descendants - 5
descended - 10
descendeth - 1
descending - 10
descent - 9
described - 11
describes - 12
describing - 4
description - 11
descriptions - 2
desert - 242
deserts - 11
deserve - 11
deserved - 12
deservedly - 1
deserves - 3
deserveth - 5
desiderat - 1
design - 24
designed - 18
designeth - 1
designing - 1
designs - 15
desirable - 8
desire - 144
desired - 90
desiredst - 1
desires - 32
desirest - 2
desireth - 24
desiring - 27
desirous - 24
desolate - 111
desolation - 65
desolations - 4
despair - 6
despaired - 2
despairing - 2
desperate - 2
despicable - 1
despise - 62
despised - 87
despisers - 1
despises - 1
despisest - 2
despiseth - 21
despising - 8
despite - 1
despoiling - 3
dessau - 1
destitute - 6
destress - 1
destroy - 381
destroyed - 345
destroyedst - 1
destroyer - 10
destroyers - 2
destroyest - 5
destroyeth - 13
destroying - 19
destruction - 188
destructions - 1
destructive - 1
detach - 1
detached - 2
detachments - 1
detain - 1
detained - 5
detected - 1
detecteth - 1
detects - 1
determinate - 2
determination - 3
determine - 8
determined - 34
determineth - 3
determining - 1
detest - 7
detestable - 6
detestation - 3
detested - 1
detesteth - 2
detract - 6
detracted - 5
detracteth - 3
detracting - 1
detraction - 4
detractions - 2
detractor - 2
detractors - 2
deus - 30
deut - 7
deuteronomy - 41
devastation - 4
devastations - 1
device - 6
devices - 36
devil - 103
devilish - 1
devils - 62
devise - 15
devised - 18
deviseth - 4
devising - 2
devote - 2
devoted - 4
devotion - 4
devour - 87
devoured - 61
devourer - 2
devourers - 1
devoureth - 7
devouring - 12
devours - 1
devout - 10
dew - 42
dews - 1
diadem - 9
diadems - 3
dial - 2
dialog - 1
diamond - 1
diana - 7
dibon - 11
dibongab - 1
dibre - 1
dictate - 1
diction - 1
did - 935
didrachma - 3
didrachmas - 4
didst - 208
didymus - 3
die - 389
died - 209
dies - 7
diet - 2
dieth - 33
dievites - 1
difference - 19
differences - 2
different - 49
differeth - 3
difficult - 5
difficulties - 3
difficulty - 7
diffidence - 1
dig - 13
digest - 1
digested - 2
digged - 19
diggeth - 6
dignities - 3
dignity - 26
dilecta - 1
dilexi - 1
diligam - 1
diligence - 17
diligent - 13
diligently - 59
dim - 11
dimensions - 7
diminish - 6
diminished - 15
diminishing - 2
diminution - 1
dimona - 1
dina - 6
dine - 4
dined - 1
dining - 3
dinites - 1
dinner - 12
dints - 1
dionysius - 1
dioscorus - 1
diospolis - 1
diotrephes - 3
dip - 10
dipped - 8
dippeth - 2
dipping - 3
dipsa - 1
dipsas - 2
dipt - 1
direct - 32
directed - 20
directest - 1
directing - 2
direction - 3
directions - 5
directly - 3
director - 1
directs - 2
dirt - 8
dirty - 2
disabled - 2
disagree - 1
disagreeable - 2
disallow - 1
disallowed - 1
disallows - 1
disan - 4
disannul - 3
disannulled - 1
disappear - 2
disappoint - 2
disappointeth - 1
disappointing - 1
disbelieved - 1
discern - 9
discerned - 1
discerner - 1
discerneth - 3
discerning - 5
discharge - 4
discharged - 3
discharging - 2
disciple - 39
disciples - 257
discipline - 47
disclaim - 1
disclaimer - 3
disclaimers - 1
disclose - 6
disclosed - 1
discloseth - 1
disclosing - 3
discomfited - 9
disconsolate - 1
discontinue - 1
discord - 2
discords - 1
discourage - 3
discouraged - 8
discouraging - 1
discourse - 22
discoursed - 4
discourses - 2
discover - 20
discovered - 30
discovereth - 4
discredited - 1
discreet - 3
discretion - 4
discus - 1
discuss - 2
discussing - 1
disdain - 1
disease - 9
diseased - 4
diseases - 13
disfigure - 1
disfigured - 3
disgrace - 23
disgraced - 5
disgraceful - 1
disgracefully - 2
disgraceth - 2
disguised - 2
dish - 23
dishes - 3
dishonest - 1
dishonestly - 1
dishonesty - 2
dishonor - 2
dishonour - 14
dishonourable - 1
dishonoured - 6
dishonourest - 1
dishonoureth - 2
disjointed - 1
disk - 1
disloyal - 1
disloyalties - 3
disloyalty - 2
dismal - 1
dismayed - 22
dismiss - 2
dismissed - 10
disobedience - 10
disobedient - 8
dison - 8
disorder - 1
disorderly - 6
dispatched - 1
dispensation - 11
dispense - 1
dispensers - 2
dispensing - 1
disperse - 8
dispersed - 25
dispersion - 1
display - 2
displayed - 3
displaying - 4
displease - 8
displeased - 10
displeaseth - 1
displeasing - 5
disposal - 1
dispose - 2
disposed - 7
disposest - 1
disposeth - 2
disposition - 15
dispositions - 7
disposuit - 1
dispute - 1
disputed - 5
disputer - 1
disputes - 1
disputing - 9
disquiet - 4
disquieted - 4
disquieting - 1
disregarded - 1
dissemble - 3
dissembled - 2
dissembler - 1
dissemblers - 1
dissembleth - 1
dissembling - 2
dissension - 8
dissensions - 4
dissimulation - 7
dissimulations - 1
dissipated - 2
dissolute - 2
dissolution - 3
dissolved - 6
dissolveth - 2
dissolving - 1
dissuaded - 1
distaff - 1
distance - 10
distil - 1
distilling - 1
distinct - 3
distinction - 8
distinctly - 1
distinguish - 7
distinguished - 10
distinguishes - 1
distinguisheth - 2
distinguishing - 1
distintion - 1
distraction - 1
distress - 61
distressed - 7
distresses - 11
distribute - 19
distributed - 25
distributing - 7
distribution - 11
distributions - 1
distributor - 1
distrust - 1
distrustful - 1
distrusting - 2
disturb - 1
disturbance - 6
disturbed - 10
disturbest - 1
disturbing - 1
disuse - 1
ditch - 3
ditches - 3
divers - 97
diverse - 6
diversely - 1
diversified - 2
diversion - 1
diversities - 4
diversity - 4
diverted - 1
divide - 75
divided - 124
divider - 2
divideth - 10
dividing - 9
divination - 10
divinations - 6
divine - 82
divined - 1
diviner - 2
diviners - 17
divines - 3
diving - 1
divining - 8
divinity - 13
division - 10
divisions - 16
divorce - 8
divorced - 5
divulgeth - 1
dixi - 2
dixit - 4
do - 1611
doch - 1
doctor - 6
doctors - 12
doctrine - 105
doctrines - 9
documents - 4
dodanim - 2
dodau - 1
dodo - 4
doe - 2
doeg - 8
doer - 4
doers - 4
does - 29
doest - 1
doeth - 2
dog - 19
dogs - 26
doing - 90
doings - 35
dom - 1
domain - 2
domestics - 2
dominations - 1
domine - 31
domini - 3
dominion - 53
dominions - 11
domino - 10
dominum - 6
dominus - 11
domitian - 1
dommim - 1
domum - 1
donaries - 3
donate - 3
donation - 1
donations - 15
done - 775
donors - 1
door - 159
doorkeeper - 1
doorkeepers - 6
doors - 95
dor - 7
dora - 3
dorcas - 2
dorda - 1
dorymenus - 2
dositheus - 4
dost - 164
doted - 4
doth - 274
dothain - 4
dothan - 2
doting - 1
douai - 1
douay - 5
douay-rheims - 4
double - 65
doubled - 2
doubt - 14
doubted - 3
doubtful - 3
doubting - 5
doubtless - 3
dough - 4
dove - 29
doves - 13
down - 1209
downfall - 6
downloading - 1
downward - 7
dowry - 6
doxology - 1
dr - 5
drachms - 1
draco - 1
drag - 2
dragged - 2
dragging - 3
dragon - 29
dragons - 19
drams - 3
drank - 35
draught - 3
draw - 93
drawest - 1
draweth - 6
drawing - 15
drawn - 53
draws - 2
drays - 1
dread - 34
dreadful - 17
dream - 76
dreamed - 17
dreamer - 2
dreamers - 2
dreameth - 2
dreams - 41
dreamt - 1
dregs - 6
dress - 21
dressed - 10
dresser - 1
dressers - 4
dressing - 3
drew - 79
drewest - 1
dried - 41
driest - 1
drieth - 2
drift - 1
drink - 319
drink-offerings - 1
drinker - 2
drinkers - 1
drinketh - 15
drinking - 34
drinks - 1
drive - 25
driven - 31
driver - 3
drivers - 1
drives - 3
driveth - 11
driving - 5
dromedaries - 1
drop - 17
dropped - 6
dropping - 7
drops - 7
dropsical - 1
dropsy - 1
dross - 7
drought - 11
droughts - 1
drove - 24
droves - 3
drown - 3
drowned - 5
drowsiness - 1
drunk - 77
drunkard - 3
drunkards - 4
drunken - 12
drunkenness - 19
drusilla - 1
dry - 74
drying - 5
dryness - 2
dudia - 1
due - 50
duel - 5
dues - 1
dug - 17
duke - 43
dukes - 12
dulcitium - 1
dull - 3
dulness - 1
duly - 7
duma - 4
dumb - 38
dung - 35
dungeon - 10
dunghill - 8
dura - 1
duration - 2
during - 15
durst - 19
dust - 97
duties - 9
duty - 14
dwell - 360
dwelled - 1
dwellest - 25
dwelleth - 55
dwelling - 73
dwellings - 32
dwells - 3
dwelt - 273
dyed - 29
dyeing - 1
dying - 34
e - 28
e-mail - 1
e-text - 1
each - 80
eager - 2
eagerly - 2
eagerness - 1
eagle - 27
eagles - 12
ear - 140
earlets - 5
earliest - 1
early - 69
earned - 1
earnest - 9
earnestly - 17
earnestness - 1
earring - 2
earrings - 10
ears - 137
earth - 1202
earthborn - 1
earthen - 16
earthern - 1
earthly - 21
earthquake - 19
earthquakes - 4
ease - 11
eased - 2
easier - 11
easily - 24
easing - 1
east - 169
easter - 1
eastern - 5
eastward - 13
easy - 17
eat - 639
eaten - 102
eater - 3
eaters - 1
eatest - 2
eateth - 43
eating - 44
eats - 1
ebal - 3
eben-ezer - 1
ebony - 1
ebook - 13
ebooks - 7
ebria - 1
ecbatana - 6
ecce - 2
eccetan - 1
ecclesiae - 1
ecclesiastes - 21
ecclesiastical - 2
ecclesiasticus - 55
eccli - 2
echaia - 1
echi - 1
echo - 1
eclipsed - 1
ecstasy - 4
eddo - 2
edema - 1
eden - 6
eder - 3
edge - 39
edged - 1
edges - 1
edict - 17
edicts - 2
edification - 11
edified - 2
edifieth - 3
edify - 3
edifying - 3
edissa - 1
edit - 1
edition - 3
editions - 6
edna - 2
ednas - 3
edom - 103
edomite - 7
edomites - 17
edrai - 7
edri - 1
education - 2
educational - 1
efface - 1
effaced - 2
effect - 25
effected - 2
effects - 5
effectual - 3
effectually - 1
effeminate - 10
efficacious - 1
efficacy - 8
efficient - 4
effort - 3
efforts - 11
egeus - 3
egg - 2
eggs - 7
egla - 2
eglon - 13
egypt - 677
egyptian - 33
egyptians - 102
ehpron - 1
eight - 81
eight-thousand - 1
eighteen - 23
eighteenth - 13
eighth - 44
eightieth - 1
eighty - 13
eighty-eight - 3
eighty-five - 7
eighty-four - 1
eighty-seven - 2
eighty-six - 1
eighty-three - 1
eighty-two - 2
ein - 1
either - 100
ejus - 2
ela - 16
elad - 1
elada - 1
elai - 1
elam - 27
elamites - 5
elasa - 6
elath - 2
elbow - 2
elcana - 23
elcesai - 1
elcese - 1
elcesite - 1
elchanan - 1
eldaa - 2
eldad - 2
elder - 29
elders - 17
eldest - 17
eleale - 5
eleazar - 76
elect - 44
electa - 2
elected - 1
election - 15
electronic - 28
electronically - 2
elegant - 1
elehanan - 1
elements - 12
eleoenai - 1
eleph - 1
elephant - 3
elephants - 11
eleutherus - 2
elevate - 4
elevated - 11
elevating - 4
eleven - 24
eleventh - 24
elhanan - 1
eli - 2
elia - 3
eliab - 19
eliaba - 2
eliachim - 5
eliacim - 13
eliada - 3
eliakim - 2
elial - 1
eliam - 2
elias - 117
eliasaph - 6
eliasib - 15
eliasub - 1
eliatha - 2
elica - 1
elicians - 1
elidad - 1
eliel - 9
eliezer - 18
elihoreph - 1
elim - 6
elimelech - 7
elioda - 1
elioenai - 9
eliphal - 1
eliphalet - 3
eliphaleth - 2
eliphalu - 2
eliphaz - 17
eliphelet - 3
elipheleth - 1
elisa - 3
elisama - 17
elisaphan - 5
elisaphat - 1
eliseus - 80
elisiab - 1
elisua - 2
elisur - 4
eliu - 19
eliud - 2
elizabad - 1
elizabeth - 10
elizaphan - 1
elle - 1
elm - 1
elmelech - 1
elmodad - 2
elnaim - 1
elnathan - 7
elohim - 1
eloi - 2
elon - 7
elonites - 1
eloquence - 4
eloquent - 7
elphaal - 3
else - 49
elselias - 1
elsewhere - 4
eltecon - 1
elthece - 1
eltheco - 1
eltholad - 2
elul - 2
eluzai - 1
elymais - 2
elymas - 1
elzebad - 1
em - 1
emaciated - 1
email - 2
emalchuel - 1
eman - 3
emath - 38
embalm - 1
embalmed - 2
embassage - 4
embassy - 3
embellished - 1
embers - 1
emblem - 4
emboldened - 2
embrace - 10
embraced - 7
embraces - 2
embraceth - 1
embracing - 8
embroidered - 11
embroiderer - 2
embroidering - 1
embroidery - 6
emer - 1
emerald - 7
emeralds - 1
emerods - 7
emim - 1
emims - 2
eminence - 1
eminent - 7
emissary - 3
emmanation - 1
emmanuel - 3
emmaus - 4
emmer - 9
emona - 1
emor - 1
emperor - 4
emperors - 1
empire - 37
empires - 5
employed - 10
employee - 1
employees - 1
employing - 3
employment - 1
employments - 2
empowered - 1
emptied - 4
empty - 42
emulation - 5
emulations - 1
emulous - 2
en - 1
enable - 1
enabled - 1
enac - 8
enacims - 8
enacted - 1
enadad - 1
enaim - 1
enan - 10
enancims - 1
enarrant - 1
encamp - 5
encamped - 17
encamping - 1
encenia - 1
enchanter - 1
enchanters - 4
enchantments - 7
enclosed - 9
enclosure - 1
encompass - 6
encompassed - 12
encompasseth - 1
encountered - 1
encourage - 4
encouraged - 11
encouragement - 1
encourages - 3
encourageth - 3
encouraging - 3
encroaching - 1
end - 412
endanger - 2
endeavour - 13
endeavoured - 5
endeavourest - 1
endeavoureth - 2
endeavouring - 3
endeavours - 3
ended - 48
endeth - 1
ending - 2
endless - 2
endor - 3
endow - 1
endowed - 3
endowments - 1
ends - 73
endued - 6
endure - 26
endured - 16
endurest - 1
endureth - 54
enduring - 4
eneas - 3
enemies - 506
enemy - 149
eneratites - 1
energy - 1
engaddi - 7
engage - 1
engaged - 4
engagement - 1
engallim - 1
engannim - 3
engendering - 1
engine - 1
engines - 21
english - 14
engrave - 1
engraved - 5
engraven - 2
engraver - 2
engravers - 2
engraving - 5
engravings - 2
enhadda - 1
enhanceth - 1
enhasor - 1
enjoined - 3
enjoy - 19
enjoyed - 3
enjoying - 1
enjoyments - 1
enkindle - 1
enkindled - 12
enlarge - 9
enlarged - 16
enlargeth - 1
enlarging - 1
enlighten - 15
enlightened - 11
enlightener - 1
enlightenest - 1
enlighteneth - 4
enlightening - 3
enliven - 1
enlivened - 2
enmities - 7
enmity - 6
ennom - 10
ennon - 1
enoch - 4
enormity - 1
enormous - 5
enos - 9
enough - 50
enquire - 1
enquired - 1
enquiring - 1
enraged - 6
enrich - 5
enriched - 17
enriching - 2
enrolled - 9
enrolling - 2
ensemes - 1
ensign - 2
ensigns - 5
enslaved - 2
ensnared - 1
ensnaring - 1
ensue - 3
ensueth - 1
ensuring - 1
entangle - 2
entangled - 5
entangleth - 1
enter - 192
entered - 124
entereth - 15
entering - 39
enterprise - 2
enterprises - 6
enters - 1
entertain - 1
entertained - 8
entertaineth - 2
entertaining - 2
entertainment - 1
entertains - 1
entice - 1
enticed - 1
enticeth - 1
enticing - 2
entire - 6
entirely - 5
entitle - 1
entitles - 1
entity - 3
entrails - 16
entrance - 35
entrances - 1
entrap - 1
entreat - 20
entreated - 10
entreating - 4
entreaty - 3
entry - 47
enumerates - 1
envied - 4
envies - 3
envieth - 3
envious - 7
environed - 2
envy - 41
envying - 6
envyings - 1
ep - 2
epaphras - 4
epaphroditus - 3
epenetus - 1
eph - 2
epha - 5
epher - 4
ephesian - 1
ephesians - 13
ephesus - 25
ephi - 26
ephod - 48
ephpheta - 1
ephra - 6
ephraim - 192
ephraimite - 4
ephraimites - 2
ephrata - 13
ephratha - 1
ephrathite - 2
ephrathites - 1
ephrem - 1
ephron - 15
epicureans - 1
epiphanes - 7
epist - 3
epistle - 102
epistles - 12
epithets - 1
epoch - 1
equal - 48
equality - 2
equally - 18
equals - 2
equipage - 2
equipment - 3
equitable - 2
equity - 18
erase - 1
erastus - 3
erchuites - 1
ere - 1
erect - 1
erected - 9
erecting - 1
ericius - 3
erioch - 1
eripe - 2
err - 28
erred - 11
erreth - 1
erring - 3
erroneous - 3
error - 42
errors - 9
eructavit - 1
esaan - 1
esau - 99
esbaal - 3
esbon - 1
escape - 81
escaped - 42
escapes - 1
escapeth - 4
escol - 2
escutcheons - 1
esd - 2
esdras - 64
esdrelon - 2
esdrin - 1
eseban - 2
esebon - 1
esec - 1
esem - 1
eser - 5
esna - 1
especially - 48
esphatha - 1
espousals - 2
espouse - 4
espoused - 9
esra - 1
esriel - 2
esron - 7
essayed - 1
essene - 1
essentially - 2
est - 3
establish - 36
established - 56
establishes - 1
establisheth - 2
establishing - 1
establishment - 8
estaol - 1
estate - 9
estates - 1
esteem - 10
esteemed - 21
esteemeth - 2
esteeming - 3
estemo - 1
esthamo - 3
esthaol - 6
esthaolites - 1
esthemo - 1
esther - 61
esthon - 2
estimated - 1
estimation - 10
et - 3
etam - 6
etc - 577
eternal - 78
eternity - 38
ethai - 9
etham - 3
ethan - 10
ethanim - 1
ethbaal - 1
etheel - 1
ethei - 2
ether - 1
ethi - 1
ethiopia - 31
ethiopian - 8
ethiopians - 21
ethnan - 1
etroth - 1
eubulus - 1
eucharist - 1
eucharistic - 4
euge - 2
eumenes - 2
eunice - 1
eunuch - 30
eunuchs - 36
eupator - 6
euphrates - 30
eupolemus - 2
euroaquilo - 1
eutychus - 1
evang - 1
evangelical - 1
evangelist - 13
evangelists - 6
evangelizantibus - 1
evangelized - 1
evangelizing - 1
evaporate - 1
eve - 9
even - 569
evening - 156
event - 11
eventide - 1
events - 2
ever - 591
ever-lasting - 1
evergetes - 3
everlasting - 162
everlastingly - 1
evermore - 18
every - 1320
everybody - 1
everyone - 3
everything - 2
everywhere - 3
evi - 1
evidence - 5
evidences - 1
evident - 17
evidently - 4
evil - 691
evildoer - 1
evildoers - 6
evilmerodach - 6
evils - 164
evodia - 1
ewe - 8
ewelambs - 3
ewes - 7
ex - 10
exact - 10
exacted - 2
exacter - 3
exacteth - 1
exaction - 1
exactness - 1
exalt - 61
exaltabo - 2
exaltation - 6
exalted - 113
exalteth - 10
examination - 5
examine - 14
examined - 7
examining - 4
example - 42
examples - 3
exasperated - 2
exasperating - 1
exaudi - 6
exaudiat - 1
exceed - 7
exceeded - 5
exceeding - 128
exceedingly - 122
exceeds - 1
excel - 7
excelled - 4
excellence - 11
excellency - 3
excellent - 35
excelleth - 1
excelling - 3
excels - 1
excelsa - 3
excelsum - 1
except - 62
excepted - 1
excepting - 3
exception - 1
excess - 10
excessive - 6
exchange - 7
exchanged - 1
exchequer - 1
excite - 1
excited - 1
exclude - 7
excluded - 4
excludes - 2
exclusion - 1
excommunicated - 1
excommunicates - 1
excrements - 1
excuse - 5
excused - 6
excuses - 3
excuseth - 1
execrable - 4
execration - 4
execute - 45
executed - 24
executeth - 5
executing - 4
execution - 8
executioner - 1
executioners - 2
exemplary - 1
exemplified - 1
exempt - 5
exempting - 1
exequies - 1
exercise - 22
exercised - 21
exercises - 3
exercising - 2
exert - 1
exerts - 1
exhalations - 1
exhaust - 2
exhibit - 1
exhibited - 1
exhort - 17
exhortation - 46
exhortations - 9
exhorted - 20
exhorteth - 5
exhorting - 12
exhorts - 35
exigencies - 1
exile - 1
exiled - 1
exiles - 1
exinanivit - 1
exist - 1
exists - 1
exitu - 1
exodos - 1
exodus - 44
exorcists - 1
expect - 21
expectans - 1
expectation - 19
expectavi - 1
expected - 5
expecteth - 2
expecting - 9
expects - 1
expedient - 15
expedition - 7
expeditions - 2
expelled - 1
expend - 1
expended - 1
expense - 1
expenses - 8
experience - 15
experienced - 3
experiencing - 1
experiment - 3
experimentally - 1
expert - 2
expiate - 9
expiated - 7
expiating - 1
expiation - 22
expired - 16
explain - 8
explained - 6
explains - 2
explanation - 2
explanatory - 1
explicit - 1
exploits - 3
exporting - 1
expose - 6
exposed - 15
exposing - 2
exposition - 1
expostulate - 1
expostulated - 1
expostulates - 4
expound - 10
expounded - 6
express - 13
expressed - 12
expresses - 3
expressing - 2
expression - 8
expressions - 4
expressly - 2
expugnaverunt - 1
exquisite - 1
extant - 3
extend - 4
extended - 7
extent - 3
exterior - 3
exterminans - 1
extinct - 3
extinguish - 5
extinguished - 4
extinguisheth - 2
extirpate - 3
extirpated - 3
extirpating - 1
extol - 10
extolled - 4
extols - 1
extort - 1
extortion - 1
extortioner - 2
extortioners - 3
extortions - 1
extraction - 2
extraordinarily - 1
extraordinary - 8
extreme - 1
extremely - 1
extremities - 5
extremity - 8
exultate - 2
exultemus - 1
exurgat - 1
eye - 130
eyebrows - 1
eyed - 1
eyelids - 9
eyes - 586
eyesalve - 1
eyewitnesses - 2
ezar - 1
ezech - 4
ezechias - 143
ezechiel - 59
ezel - 1
ezer - 3
eziel - 1
eznite - 1
ezra - 1
ezrahite - 4
ezrel - 1
ezri - 4
ezricam - 5
ezriel - 2
ezrihel - 1
f - 13
faber - 1
fable - 2
fables - 7
fac - 2
face - 617
faces - 64
faceth - 2
facility - 2
facing - 1
fact - 8
faction - 2
factions - 2
facto - 1
factors - 1
facts - 2
faculties - 1
fade - 3
faded - 4
fadeth - 3
fading - 3
fail - 47
failed - 32
faileth - 6
failing - 5
fain - 1
faint - 32
fainted - 19
faintest - 1
fainteth - 1
fainthearted - 5
fainting - 5
fair - 33
fairer - 3
fairest - 4
fairs - 3
faith - 388
faithful - 161
faithfully - 14
faithfulness - 4
faithless - 5
fall - 399
fallacy - 1
fallen - 108
falleth - 24
falling - 53
fallow - 2
falls - 5
false - 120
falsehood - 11
falsely - 17
falsified - 1
fame - 25
familiar - 3
familiarity - 3
familiarly - 3
familiars - 1
families - 171
family - 125
famine - 124
famines - 3
famished - 1
famous - 12
fan - 7
fancies - 1
fancieth - 1
fanciful - 1
fanners - 1
far - 259
fare - 9
farewell - 4
farm - 4
farther - 16
farthest - 3
farthing - 3
farthings - 1
fashion - 8
fashioned - 10
fashioneth - 4
fashions - 2
fast - 110
fasted - 18
fasten - 3
fastened - 18
fastenest - 1
fastening - 5
fastest - 1
fasteth - 2
fasting - 34
fastings - 5
fasts - 6
fat - 141
father - 1218
father-in-law - 20
fatherless - 44
fathers - 530
fathoms - 2
fatigue - 1
fatigued - 2
fatlings - 3
fatness - 12
fats - 1
fatted - 7
fatten - 1
fatter - 1
fattest - 1
fault - 32
faultless - 1
faults - 3
faulty - 1
fauni - 1
fauns - 4
faust - 1
favour - 91
favourable - 9
favourably - 2
favoured - 9
favourer - 1
favoureth - 1
favourite - 3
favours - 14
fawn - 2
fawning - 1
fear - 688
feared - 74
fearest - 4
feareth - 32
fearful - 15
fearfully - 1
fearfulness - 1
fearing - 30
fears - 7
feasible - 1
feast - 121
feasted - 4
feasting - 13
feasts - 28
feathered - 3
feathers - 6
fed - 41
federal - 2
fee - 8
feeble - 23
feebleness - 1
feed - 91
feeder - 1
feedest - 1
feedeth - 12
feeding - 15
feeds - 7
feel - 10
fees - 4
feet - 289
feign - 5
feigned - 2
feignest - 1
feigneth - 1
feigning - 2
felix - 10
fell - 262
felling - 1
fellow - 35
fellow-labourer - 1
fellow-servant - 1
fellows - 2
fellowship - 16
felt - 7
female - 19
females - 2
feminine - 1
fence - 3
fenced - 30
fences - 1
fencing - 1
fenny - 2
fertile - 2
fertility - 2
fervent - 4
fervor - 1
fervour - 3
festival - 38
